序号,诉求,诉求时间,回复时间
62,请问青岛市政府：对于长期不执行《中华人民共和国大气污染防治法》和《青岛市餐饮服务业环境污染防治监督管理办法》的李沧区政府，应该怎么办？李沧区米罗湾虹桥美食，据说是2017年9月获得营业资质。但是，《青岛市餐饮服务业环境污染防治监督管理办法》早于2016年就开始实施，而且米罗湾虹桥美食饭店所设立的位置，根据市政府回复所说已经严重违法了“2016年实施的《中华人民共和国大气污染防治法》之规定：“禁止在居民住宅楼、未配套设立专用烟道的商住综合楼以及商住综合楼内与居住层相邻的商业楼层内新建、改建、扩建产生油烟、异味、废气的餐饮服务项目”。”因为这个饭店就在居民楼内，紧挨居民住户！已经投诉了几十次，而贵政府给出的回复，每次都是“目前区综合行政执法局正在按照相关法律法规进行推进。”疫情当前，一个头顶几十户住户、严重违反《中华人民共和国大气污染防治法》而存在饭店，厨房机器轰鸣，油烟外放，而李沧区政府的回复还是“目前区综合行政执法局正在按照相关法律法规进行推进。”到底要推进到什么时候？！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！到底要怎么推进？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,2020-03-15,2020-03-24
63,请问青岛市政府：对于长期不执行《中华人民共和国大气污染防治法》和《青岛市餐饮服务业环境污染防治监督管理办法》的李沧区政府，应该怎么办？李沧区米罗湾虹桥美食，据说是2017年9月获得营业资质。但是，《青岛市餐饮服务业环境污染防治监督管理办法》早于2016年就开始实施，而且米罗湾虹桥美食饭店所设立的位置，根据市政府回复所说已经严重违法了“2016年实施的《中华人民共和国大气污染防治法》之规定：“禁止在居民住宅楼、未配套设立专用烟道的商住综合楼以及商住综合楼内与居住层相邻的商业楼层内新建、改建、扩建产生油烟、异味、废气的餐饮服务项目”。”因为这个饭店就在居民楼内，紧挨居民住户！已经投诉了几十次，而贵政府给出的回复，每次都是“目前区综合行政执法局正在按照相关法律法规进行推进。”疫情当前，一个头顶几十户住户、严重违反《中华人民共和国大气污染防治法》而存在饭店，厨房机器轰鸣，油烟外放，而李沧区政府的回复还是“目前区综合行政执法局正在按照相关法律法规进行推进。”到底要推进到什么时候？！到底要怎么推进？,2020-03-15,2020-03-24
64,二零二零年三月十六日凌晨零时整，市南区隆德路三号施工有关设备突然开始咆哮，噪声扰民严重，对该工地的噪声扰民虽多次拨打投诉热线，但至今不见任何改进。,2020-03-16,2020-03-24
65,请问水青花园1期智田幼儿园，水青花园二期幼儿园，七彩虹幼儿园，多彩童年幼儿园有没有转成惠普性幼儿园的计划，如果有，请问什么时候转型？,2020-03-18,2020-03-24
66,文昌路上蓝山湾二期和金水龙泽苑东区之间正在修什么？每天都有工程车进进出出，请问是在进行什么工程？什么时候能结束？声音挺吵得。,2020-03-16,2020-03-24
67,我们工厂几年前从国外进口一台消毒水设备，之前是用于车间食品生产线消毒用。现在疫情期间，想咨询一下，如果想用这台设备用于生产消毒水需要什么审批流程？因为市场消毒水紧缺，想为社会多做点力所能及的事情,2020-03-08,2020-03-24
68,保利大国璟项目夜间11点半仍然在施工，和施工工人说，他们很猖狂，说你们举报去吧,2020-03-17,2020-03-23
69,嘉陵江东路，林语镜小区与安阳小区之间，两座强光探照灯，夜晚照的家里跟白天一样，非常刺眼，拉上窗帘都挡不住，强光污染，严重影响我们的夜间休息。,2020-03-14,2020-03-23
70,秆如何处理合法合理对比！     农民一根火柴就能把万亩秸秆变成万亩草木灰，均匀地洒在万亩农田里。一亩地草木灰，超过5斤肥料，有草木灰的庄稼。抗倒复能力强，特有的原生态米质，是任何肥料都替代不了的。在焚烧中，秸秆内的病株穗菌，连同大地草籽虫卵病毒，都在烟熏火烧中解决，大地化肥农药残留，经过火烧热烤得到清除。这样不花国家一分钱，增加了土壤肥力，还减少了农业投入，怎么能算污染？哪块焚烧不打粮？哪块焚烧烟雾不散？哪个农民在焚烧中受害？哪个医院有焚烧感染病人住院？从古至今可有焚烧感染病人案例？农民在自己经营的土地上劳动，是根据收割机的要求，进行焚烧。农业的旋耕机。五华犁，走垄机，打浆机，播种机，插秧机。哪样不是按焚烧后研究制造？农民的秸秆不烧这些机械就无法使用，农民不花国家一分钱焚烧叫污染。工业把农业秸秆打包离田，运输，也是焚烧，哪一程序都是国家拿钱，起名叫综合利用。无论怎么利用，它也是草的能量。费用成本都是花国家钱，综合利用的利润在哪里。工人和农民差距在这里拉大，农业和工业在这里不平等，因为污染企业的排放，一天没有停止。农民一年烧一次都不行。农业焚烧叫污染，工业离田焚烧叫综合利用。农业优势被综合利用取代，农业农民难点。如何破解，只有等待。现在有的地方又开始人居环境整治，这是个好事，农民举双手赞成，但是大量的秸秆和百姓用来做饭用的柴草都被清理到河道和沟渠里，因为不准焚烧，所以都淤积在河道中，夏天汛期来临阻碍排水，同时腐烂变臭导致水体恶化，变相污染地下水。这些只有农民自己知道，专家整天坐在办公室里肯定不知道，他知道焚烧冒烟，但是他没看见不焚烧烂水里是多么触目惊心，空气重要，难道水就不重要？环保局只考核空气质量，为啥不考核水体质量？排空气是污染，排水里就不污染了，有这个道理？非洲大草原每年都要自然燃烧几次，不但不污染而且还大量的处理了病虫害，动物粪便高温灭菌，第二年又是一片绿色，这就是自然。请遵循自然规律。,2020-03-23,2020-03-23
71,前天从政务网买的防疫口罩，选顺丰配送，收到后发现是粉色的，问配送员说不知道，我们只负责送，我的问题是：防疫外科口罩应该都是蓝色的，我收到的为啥是粉色的，和有的防尘口罩一样颜色，担心没有防疫功能，没敢用，如果没有防疫功能不仅危害自己更危害社会，请解答,2020-03-22,2020-03-23
72,该店厨房的油烟道排出管断裂，油烟直接排放到麦岛家园12号楼入口处，导致楼入口处油烟味极重，尤其是用餐时段，严重影响居民的日常生活和健康,2020-03-09,2020-03-20
73,"市南区 燕儿岛路21号办理   热食制品销售  能办理吗,",2020-03-20,2020-03-20
74,小庄子美滋滋美食，每天不到7点就开排风机，噪音大，严重影响村民休息，乱排烟，不知道有没有油烟净化器，晚上也开排风机。希望有关单位处理一下。,2020-03-13,2020-03-20
75,小庄子美滋滋美食，每天不到7点就开排风机，噪音大，严重影响村民休息，乱排烟，不知道有没有油烟净化器，晚上也开排风机。希望有关单位处理一下。,2020-03-13,2020-03-20
