序号,诉求,诉求时间,回复时间
53,204（洋河崖桥至姜家洼子段）改造工程（一期）工程内容包括G204改道工程，石灰窑桥拓宽改造工程、薛家庄南桥拓宽改造工程三部分。G204改道工程起点为环台东路与S328黄张路交叉口，沿原环台东路线位向南，在环台东路与环台南路交叉口转向西，沿原换台南路线位，终于环台南路与原204国道平面交叉口，公路全长约3.58km，按照一级公路标准设计，设计速度80km/h，路面宽25.5m，红线宽33.5m，双向四车道，沥青混凝土路面。沿线敏感点有天龙花园（86.5m）、石梁杨村（117m）、阳光学苑（42.5m），沿线水体为错水河（40m，不穿越河流，位于错水河西侧200m范围内，饮用水水源二级保护区）。薛家庄改造方式为拆除现状右幅拱桥（宽7.5m）后原址新建13.5m的右半幅；并于原左幅桥左侧拼宽5.5m；建成后桥宽27m，桥梁长82.6m。项目跨越巨洋河（已调整为景观用水）石灰窑桥改造方式为于原左幅桥左侧拼宽17m；建成后桥宽34m，桥梁长52m。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。项目总投资20429万元，其中环保投资约310万元。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）你们怎么量出来的？ 办理流程2020/3/6 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！从项目环评单位了解到，关于项目离敏感点的具体距离，是环评单位根据桥梁设计图纸并聘请专业单位现场测量得出的。 请问是哪家专业单位？他们什么时间到现场测量的？石灰窑东村在哪儿？他们怎么量出来的20米？石灰窑北村在哪儿？他们怎么量出来的3米？石灰窑西村在哪里？他们怎么量出来的20米？去年起我多次反映这份环评存在很多错误，你们为什么置之不理？你们为什么不去现场调查？ 办理流程2020/3/19 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/27 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好，感谢您对生态环境工作的关心和支持！我局黄岛分局日已对《青岛西海岸新区交通运输局G204（洋河崖桥至姜家洼子段）改造工程（一期）环境影响报告表暨饮用水水源保护区环境保护专章》进行了批复，该项目环评内容包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。根据环评报告以及申报材料，石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。根据《建设项目环境影响报告书（表）编制监督管理办法》，“第三条建设单位应当对环境影响报告书（表）的内容和结论负责；技术单位对其编制的环境影响报告书（表）承担相应责任”。为确保环评报告信息准确，我局再次与项目环评单位对接核实，经了解，在环评编制阶段，区交通运输局提供了“204国道（洋河崖桥-姜家洼子）段改造工程初步设计-石灰窑桥桥位布置图（带矢量坐标测绘底图）” （山东省交通规划设计院出具），敏感点与本工程距离等信息资料在设计图上读取，环评单位同时现场采用测距仪进行了测量。请您留下具体联系方式，便于我局了解项目具体位置，核实相关情况。 环评上写的：周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。你们回复的：石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。石灰窑三个村在哪里你们都没弄清楚，石灰窑西村离204国道是3米还是20米？石灰窑北村离204国道是3米还是20米？石灰窑东村到底哪里？现在正在施工的路段离两侧民房距离更近，你们如何保证现在办环评就能没有错误？ ,2020-03-31,2020-04-03
54,204国道石灰窑段噪音扰民 办理流程2020/3/9 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好！交通噪声不属于生态环境部门监管职责，建议您向交通运输部门反映。谢谢！ 我向交通运输局反映，他们回复一句G204（洋河崖桥至姜家洼子段）改造 工程（一期）已经取得环评，我还能怎么办？只能找你们？谁让你们在环评上盖章的？ 办理流程2020/3/19 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/27 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好！感谢您对生态环境工作的关注！经调查，我局黄岛分局未受理石灰窑段拓宽道路的环评审批申请。就反映的问题，我局黄岛分局已对接交通部门进行调查处理。督促其尽快完善相关手续。在审批之前，严禁进行对周边有影响的施工，审批之后，将严格按照环评文件要求对施工造成的环境污染进行控制，加强监管力度。 什么时间能解决问题？ ,2020-03-31,2020-04-03
55,204（洋河崖桥至姜家洼子段）改造工程（一期）工程内容包括G204改道工程，石灰窑桥拓宽改造工程、薛家庄南桥拓宽改造工程三部分。G204改道工程起点为环台东路与S328黄张路交叉口，沿原环台东路线位向南，在环台东路与环台南路交叉口转向西，沿原换台南路线位，终于环台南路与原204国道平面交叉口，公路全长约3.58km，按照一级公路标准设计，设计速度80km/h，路面宽25.5m，红线宽33.5m，双向四车道，沥青混凝土路面。沿线敏感点有天龙花园（86.5m）、石梁杨村（117m）、阳光学苑（42.5m），沿线水体为错水河（40m，不穿越河流，位于错水河西侧200m范围内，饮用水水源二级保护区）。薛家庄改造方式为拆除现状右幅拱桥（宽7.5m）后原址新建13.5m的右半幅；并于原左幅桥左侧拼宽5.5m；建成后桥宽27m，桥梁长82.6m。项目跨越巨洋河（已调整为景观用水）石灰窑桥改造方式为于原左幅桥左侧拼宽17m；建成后桥宽34m，桥梁长52m。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。项目总投资20429万元，其中环保投资约310万元。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）你们怎么量出来的？ 办理流程2020/3/6 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！从项目环评单位了解到，关于项目离敏感点的具体距离，是环评单位根据桥梁设计图纸并聘请专业单位现场测量得出的。 请问是哪家专业单位？他们什么时间到现场测量的？石灰窑东村在哪儿？他们怎么量出来的20米？石灰窑北村在哪儿？他们怎么量出来的3米？石灰窑西村在哪里？他们怎么量出来的20米？去年起我多次反映这份环评存在很多错误，你们为什么置之不理？你们为什么不去现场调查？ 办理流程2020/3/19 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/27 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好，感谢您对生态环境工作的关心和支持！我局黄岛分局日已对《青岛西海岸新区交通运输局G204（洋河崖桥至姜家洼子段）改造工程（一期）环境影响报告表暨饮用水水源保护区环境保护专章》进行了批复，该项目环评内容包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。根据环评报告以及申报材料，石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。根据《建设项目环境影响报告书（表）编制监督管理办法》，“第三条建设单位应当对环境影响报告书（表）的内容和结论负责；技术单位对其编制的环境影响报告书（表）承担相应责任”。为确保环评报告信息准确，我局再次与项目环评单位对接核实，经了解，在环评编制阶段，区交通运输局提供了“204国道（洋河崖桥-姜家洼子）段改造工程初步设计-石灰窑桥桥位布置图（带矢量坐标测绘底图）” （山东省交通规划设计院出具），敏感点与本工程距离等信息资料在设计图上读取，环评单位同时现场采用测距仪进行了测量。请您留下具体联系方式，便于我局了解项目具体位置，核实相关情况。 你们去实地看了吗？ ,2020-03-31,2020-04-03
56,204（洋河崖桥至姜家洼子段）改造工程（一期）工程内容包括G204改道工程，石灰窑桥拓宽改造工程、薛家庄南桥拓宽改造工程三部分。G204改道工程起点为环台东路与S328黄张路交叉口，沿原环台东路线位向南，在环台东路与环台南路交叉口转向西，沿原换台南路线位，终于环台南路与原204国道平面交叉口，公路全长约3.58km，按照一级公路标准设计，设计速度80km/h，路面宽25.5m，红线宽33.5m，双向四车道，沥青混凝土路面。沿线敏感点有天龙花园（86.5m）、石梁杨村（117m）、阳光学苑（42.5m），沿线水体为错水河（40m，不穿越河流，位于错水河西侧200m范围内，饮用水水源二级保护区）。薛家庄改造方式为拆除现状右幅拱桥（宽7.5m）后原址新建13.5m的右半幅；并于原左幅桥左侧拼宽5.5m；建成后桥宽27m，桥梁长82.6m。项目跨越巨洋河（已调整为景观用水）石灰窑桥改造方式为于原左幅桥左侧拼宽17m；建成后桥宽34m，桥梁长52m。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。项目总投资20429万元，其中环保投资约310万元。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）你们怎么量出来的？ 办理流程2020/3/6 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！从项目环评单位了解到，关于项目离敏感点的具体距离，是环评单位根据桥梁设计图纸并聘请专业单位现场测量得出的。 请问是哪家专业单位？他们什么时间到现场测量的？石灰窑东村在哪儿？他们怎么量出来的20米？石灰窑北村在哪儿？他们怎么量出来的3米？石灰窑西村在哪里？他们怎么量出来的20米？去年起我多次反映这份环评存在很多错误，你们为什么置之不理？你们为什么不去现场调查？ 办理流程2020/3/19 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/27 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好，感谢您对生态环境工作的关心和支持！我局黄岛分局日已对《青岛西海岸新区交通运输局G204（洋河崖桥至姜家洼子段）改造工程（一期）环境影响报告表暨饮用水水源保护区环境保护专章》进行了批复，该项目环评内容包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。根据环评报告以及申报材料，石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。根据《建设项目环境影响报告书（表）编制监督管理办法》，“第三条建设单位应当对环境影响报告书（表）的内容和结论负责；技术单位对其编制的环境影响报告书（表）承担相应责任”。为确保环评报告信息准确，我局再次与项目环评单位对接核实，经了解，在环评编制阶段，区交通运输局提供了“204国道（洋河崖桥-姜家洼子）段改造工程初步设计-石灰窑桥桥位布置图（带矢量坐标测绘底图）” （山东省交通规划设计院出具），敏感点与本工程距离等信息资料在设计图上读取，环评单位同时现场采用测距仪进行了测量。请您留下具体联系方式，便于我局了解项目具体位置，核实相关情况。 环评上写的：周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。你们回复的：石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。石灰窑三个村在哪里你们都没弄清楚，石灰窑西村离204国道是3米还是20米？石灰窑北村离204国道是3米还是20米？石灰窑东村到底哪里？现在正在施工的路段离两侧民房距离更近，你们如何保证现在办环评就能没有错误？ ,2020-04-01,2020-04-03
57,204国道石灰窑段噪音扰民 办理流程2020/3/9 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好！交通噪声不属于生态环境部门监管职责，建议您向交通运输部门反映。谢谢！ 我向交通运输局反映，他们回复一句G204（洋河崖桥至姜家洼子段）改造 工程（一期）已经取得环评，我还能怎么办？只能找你们？谁让你们在环评上盖章的？ 办理流程2020/3/19 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/27 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好！感谢您对生态环境工作的关注！经调查，我局黄岛分局未受理石灰窑段拓宽道路的环评审批申请。就反映的问题，我局黄岛分局已对接交通部门进行调查处理。督促其尽快完善相关手续。在审批之前，严禁进行对周边有影响的施工，审批之后，将严格按照环评文件要求对施工造成的环境污染进行控制，加强监管力度。 什么时间能解决问题？ ,2020-04-01,2020-04-03
58,204（洋河崖桥至姜家洼子段）改造工程（一期）工程内容包括G204改道工程，石灰窑桥拓宽改造工程、薛家庄南桥拓宽改造工程三部分。G204改道工程起点为环台东路与S328黄张路交叉口，沿原环台东路线位向南，在环台东路与环台南路交叉口转向西，沿原换台南路线位，终于环台南路与原204国道平面交叉口，公路全长约3.58km，按照一级公路标准设计，设计速度80km/h，路面宽25.5m，红线宽33.5m，双向四车道，沥青混凝土路面。沿线敏感点有天龙花园（86.5m）、石梁杨村（117m）、阳光学苑（42.5m），沿线水体为错水河（40m，不穿越河流，位于错水河西侧200m范围内，饮用水水源二级保护区）。薛家庄改造方式为拆除现状右幅拱桥（宽7.5m）后原址新建13.5m的右半幅；并于原左幅桥左侧拼宽5.5m；建成后桥宽27m，桥梁长82.6m。项目跨越巨洋河（已调整为景观用水）石灰窑桥改造方式为于原左幅桥左侧拼宽17m；建成后桥宽34m，桥梁长52m。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。项目总投资20429万元，其中环保投资约310万元。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）你们怎么量出来的？ 办理流程2020/3/6 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！从项目环评单位了解到，关于项目离敏感点的具体距离，是环评单位根据桥梁设计图纸并聘请专业单位现场测量得出的。 请问是哪家专业单位？他们什么时间到现场测量的？石灰窑东村在哪儿？他们怎么量出来的20米？石灰窑北村在哪儿？他们怎么量出来的3米？石灰窑西村在哪里？他们怎么量出来的20米？去年起我多次反映这份环评存在很多错误，你们为什么置之不理？你们为什么不去现场调查？ 办理流程2020/4/1  青岛市生态环境局办公室（信访）  接收并查看了此信件。2020/4/1  青岛市生态环境局办公室（信访）  发布了此信件的答复信息。答复部门市生态环境局答复时间2020/4/1答复信息您好，感谢您对生态环境工作的关心和支持！我局黄岛分局日已对《青岛西海岸新区交通运输局G204（洋河崖桥至姜家洼子段）改造工程（一期）环境影响报告表暨饮用水水源保护区环境保护专章》进行了批复，该项目环评内容包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。根据环评报告以及申报材料，石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。根据《建设项目环境影响报告书（表）编制监督管理办法》，“第三条建设单位应当对环境影响报告书（表）的内容和结论负责；技术单位对其编制的环境影响报告书（表）承担相应责任”。为确保环评报告信息准确，我局再次与项目环评单位对接核实，经了解，在环评编制阶段，区交通运输局提供了“204国道（洋河崖桥-姜家洼子）段改造工程初步设计-石灰窑桥桥位布置图（带矢量坐标测绘底图）” （山东省交通规划设计院出具），敏感点与本工程距离等信息资料在设计图上读取，环评单位同时现场采用测距仪进行了测量。请您留下具体联系方式，便于我局了解项目具体位置，核实相关情况。 周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）你们怎么量出来的？ ,2020-04-01,2020-04-03
59,204国道石灰窑段噪音扰民 办理流程2020/3/9 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好！交通噪声不属于生态环境部门监管职责，建议您向交通运输部门反映。谢谢！ 我向交通运输局反映，他们回复一句G204（洋河崖桥至姜家洼子段）改造 工程（一期）已经取得环评，我还能怎么办？只能找你们？谁让你们在环评上盖章的？ 办理流程2020/3/19 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/27 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好！感谢您对生态环境工作的关注！经调查，我局黄岛分局未受理石灰窑段拓宽道路的环评审批申请。就反映的问题，我局黄岛分局已对接交通部门进行调查处理。督促其尽快完善相关手续。在审批之前，严禁进行对周边有影响的施工，审批之后，将严格按照环评文件要求对施工造成的环境污染进行控制，加强监管力度。 什么时间能解决问题？ ,2020-04-02,2020-04-03
60,俺们是外地人现在隔离了14天，就是想问问什么时候可以复工，王戈庄路口都被铁板围起来了，什么时候可以拆除,2020-04-02,2020-04-03
序号,诉求,诉求时间,回复时间
61,204（洋河崖桥至姜家洼子段）改造工程（一期）工程内容包括G204改道工程，石灰窑桥拓宽改造工程、薛家庄南桥拓宽改造工程三部分。G204改道工程起点为环台东路与S328黄张路交叉口，沿原环台东路线位向南，在环台东路与环台南路交叉口转向西，沿原换台南路线位，终于环台南路与原204国道平面交叉口，公路全长约3.58km，按照一级公路标准设计，设计速度80km/h，路面宽25.5m，红线宽33.5m，双向四车道，沥青混凝土路面。沿线敏感点有天龙花园（86.5m）、石梁杨村（117m）、阳光学苑（42.5m），沿线水体为错水河（40m，不穿越河流，位于错水河西侧200m范围内，饮用水水源二级保护区）。薛家庄改造方式为拆除现状右幅拱桥（宽7.5m）后原址新建13.5m的右半幅；并于原左幅桥左侧拼宽5.5m；建成后桥宽27m，桥梁长82.6m。项目跨越巨洋河（已调整为景观用水）石灰窑桥改造方式为于原左幅桥左侧拼宽17m；建成后桥宽34m，桥梁长52m。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。项目总投资20429万元，其中环保投资约310万元。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）你们怎么量出来的？ 办理流程2020/3/6 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！从项目环评单位了解到，关于项目离敏感点的具体距离，是环评单位根据桥梁设计图纸并聘请专业单位现场测量得出的。 请问是哪家专业单位？他们什么时间到现场测量的？石灰窑东村在哪儿？他们怎么量出来的20米？石灰窑北村在哪儿？他们怎么量出来的3米？石灰窑西村在哪里？他们怎么量出来的20米？去年起我多次反映这份环评存在很多错误，你们为什么置之不理？你们为什么不去现场调查？ 办理流程2020/3/19 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/27 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好，感谢您对生态环境工作的关心和支持！我局黄岛分局日已对《青岛西海岸新区交通运输局G204（洋河崖桥至姜家洼子段）改造工程（一期）环境影响报告表暨饮用水水源保护区环境保护专章》进行了批复，该项目环评内容包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。根据环评报告以及申报材料，石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。根据《建设项目环境影响报告书（表）编制监督管理办法》，“第三条建设单位应当对环境影响报告书（表）的内容和结论负责；技术单位对其编制的环境影响报告书（表）承担相应责任”。为确保环评报告信息准确，我局再次与项目环评单位对接核实，经了解，在环评编制阶段，区交通运输局提供了“204国道（洋河崖桥-姜家洼子）段改造工程初步设计-石灰窑桥桥位布置图（带矢量坐标测绘底图）” （山东省交通规划设计院出具），敏感点与本工程距离等信息资料在设计图上读取，环评单位同时现场采用测距仪进行了测量。请您留下具体联系方式，便于我局了解项目具体位置，核实相关情况。 环评上写的：周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。你们回复的：石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。石灰窑三个村在哪里你们都没弄清楚，石灰窑西村离204国道是3米还是20米？石灰窑北村离204国道是3米还是20米？石灰窑东村到底哪里？现在正在施工的路段离两侧民房距离更近，你们如何保证现在办环评就能没有错误？ ,2020-04-02,2020-04-03
62,204（洋河崖桥至姜家洼子段）改造工程（一期）工程内容包括G204改道工程，石灰窑桥拓宽改造工程、薛家庄南桥拓宽改造工程三部分。G204改道工程起点为环台东路与S328黄张路交叉口，沿原环台东路线位向南，在环台东路与环台南路交叉口转向西，沿原换台南路线位，终于环台南路与原204国道平面交叉口，公路全长约3.58km，按照一级公路标准设计，设计速度80km/h，路面宽25.5m，红线宽33.5m，双向四车道，沥青混凝土路面。沿线敏感点有天龙花园（86.5m）、石梁杨村（117m）、阳光学苑（42.5m），沿线水体为错水河（40m，不穿越河流，位于错水河西侧200m范围内，饮用水水源二级保护区）。薛家庄改造方式为拆除现状右幅拱桥（宽7.5m）后原址新建13.5m的右半幅；并于原左幅桥左侧拼宽5.5m；建成后桥宽27m，桥梁长82.6m。项目跨越巨洋河（已调整为景观用水）石灰窑桥改造方式为于原左幅桥左侧拼宽17m；建成后桥宽34m，桥梁长52m。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。项目总投资20429万元，其中环保投资约310万元。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）你们怎么量出来的？ 办理流程2020/3/6 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！从项目环评单位了解到，关于项目离敏感点的具体距离，是环评单位根据桥梁设计图纸并聘请专业单位现场测量得出的。 请问是哪家专业单位？他们什么时间到现场测量的？石灰窑东村在哪儿？他们怎么量出来的20米？石灰窑北村在哪儿？他们怎么量出来的3米？石灰窑西村在哪里？他们怎么量出来的20米？去年起我多次反映这份环评存在很多错误，你们为什么置之不理？你们为什么不去现场调查？ 办理流程2020/3/19 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/27 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好，感谢您对生态环境工作的关心和支持！我局黄岛分局日已对《青岛西海岸新区交通运输局G204（洋河崖桥至姜家洼子段）改造工程（一期）环境影响报告表暨饮用水水源保护区环境保护专章》进行了批复，该项目环评内容包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。根据环评报告以及申报材料，石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。根据《建设项目环境影响报告书（表）编制监督管理办法》，“第三条建设单位应当对环境影响报告书（表）的内容和结论负责；技术单位对其编制的环境影响报告书（表）承担相应责任”。为确保环评报告信息准确，我局再次与项目环评单位对接核实，经了解，在环评编制阶段，区交通运输局提供了“204国道（洋河崖桥-姜家洼子）段改造工程初步设计-石灰窑桥桥位布置图（带矢量坐标测绘底图）” （山东省交通规划设计院出具），敏感点与本工程距离等信息资料在设计图上读取，环评单位同时现场采用测距仪进行了测量。请您留下具体联系方式，便于我局了解项目具体位置，核实相关情况。 环评上写的：周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。你们回复的：石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。石灰窑三个村在哪里你们都没弄清楚，石灰窑西村离204国道是3米还是20米？石灰窑北村离204国道是3米还是20米？石灰窑东村到底哪里？现在正在施工的路段离两侧民房距离更近，你们如何保证现在办环评就能没有错误？ ,2020-04-02,2020-04-03
63,204国道石灰窑段噪音扰民 办理流程2020/3/9 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好！交通噪声不属于生态环境部门监管职责，建议您向交通运输部门反映。谢谢！ 我向交通运输局反映，他们回复一句G204（洋河崖桥至姜家洼子段）改造 工程（一期）已经取得环评，我还能怎么办？只能找你们？谁让你们在环评上盖章的？ 办理流程2020/3/19 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/27 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好！感谢您对生态环境工作的关注！经调查，我局黄岛分局未受理石灰窑段拓宽道路的环评审批申请。就反映的问题，我局黄岛分局已对接交通部门进行调查处理。督促其尽快完善相关手续。在审批之前，严禁进行对周边有影响的施工，审批之后，将严格按照环评文件要求对施工造成的环境污染进行控制，加强监管力度。 什么时间能解决问题？ ,2020-04-03,2020-04-03
