序号,诉求,诉求时间,回复时间
39,拟批准环境影响评价文件的建设项目公示项目名称：G204（洋河崖桥至姜家洼子段）改造 工程（一期）建设地点：青岛西海岸新区，道路段起点为环台东路与 S328 黄张路交叉口，终点环 台南路与原 204 国道平面交叉口， G204 石灰窑桥、薛家庄南桥1．噪声影响项目周边天龙花园小区、石梁杨村噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求。项目营运近、中期，阳光学苑首排楼座各楼层昼间噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求，远期超标0.3-0.7dB（A）；近、中、远期夜间首排楼座各楼层夜间噪声预测值均超出《声环境质量标准》（GB3096-2008）2类标准要求，超标值1.7-4.2dB（A）。采取吸声减噪路面、加强绿化；加强交通管理和公路养护；做好跟踪监测和周边用地规划等措施后可降低本项目交通噪声对敏感点的影响。采取措施后超标量相对较小，建议建设单位近期不采取针对性的噪声防护措施，但预留部分噪声治理经费，根据营运期踪监测结果再对噪声防护措施进行调整。建设地点包括石灰窑，噪音就不用管了？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！石灰窑桥改造桥梁属于一期工程内容。目前，该桥梁尚未正式投入使用，需G204二期工程即桥梁两端公路拓宽后方可正常使用。从现场调查了解，石灰窑西村居民、石灰窑东村、石灰窑北村居民住宅主要分布在非桥梁段公路两侧（属于G204二期工程），G204二期工程目前处于设计阶段，噪声防护措施将在二期工程中论证实施。 《建设项目环境影响评价分类管理名录》里面哪条写了国道扩宽改造不需要办理环境影响评价报告书？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！根据《建设项目环境影响评价分类管理名录》第四十九类交通运输业、管道运输业和仓储业第157项具体规定：等级公路（不含维护，不含改扩建四级公路）有以下几种情形。（一）新建30公路以上的三级及以上等级公路；新建涉及环境敏感区的1公里及以上的隧道；新建涉及环境敏感区的主桥长度1公里及以上的桥梁需编制环境影响报告书。（二）其他（配套设施、不涉及环境敏感区的四级公路除外）需编制报告表。（三）配套设施、不涉及环境敏感区的四级公路为登记表项目。 我去年就向你们反映二期工程没有办环评就开工，你们不是回复说不用办环评吗？你们是打算二期工程完工以后再补办环评？ ,2020-04-02,2020-04-03
40,拟批准环境影响评价文件的建设项目公示项目名称：G204（洋河崖桥至姜家洼子段）改造 工程（一期）建设地点：青岛西海岸新区，道路段起点为环台东路与 S328 黄张路交叉口，终点环 台南路与原 204 国道平面交叉口， G204 石灰窑桥、薛家庄南桥1．噪声影响项目周边天龙花园小区、石梁杨村噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求。项目营运近、中期，阳光学苑首排楼座各楼层昼间噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求，远期超标0.3-0.7dB（A）；近、中、远期夜间首排楼座各楼层夜间噪声预测值均超出《声环境质量标准》（GB3096-2008）2类标准要求，超标值1.7-4.2dB（A）。采取吸声减噪路面、加强绿化；加强交通管理和公路养护；做好跟踪监测和周边用地规划等措施后可降低本项目交通噪声对敏感点的影响。采取措施后超标量相对较小，建议建设单位近期不采取针对性的噪声防护措施，但预留部分噪声治理经费，根据营运期踪监测结果再对噪声防护措施进行调整。建设地点包括石灰窑，噪音就不用管了？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！石灰窑桥改造桥梁属于一期工程内容。目前，该桥梁尚未正式投入使用，需G204二期工程即桥梁两端公路拓宽后方可正常使用。从现场调查了解，石灰窑西村居民、石灰窑东村、石灰窑北村居民住宅主要分布在非桥梁段公路两侧（属于G204二期工程），G204二期工程目前处于设计阶段，噪声防护措施将在二期工程中论证实施。 《建设项目环境影响评价分类管理名录》里面哪条写了国道扩宽改造不需要办理环境影响评价报告书？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！根据《建设项目环境影响评价分类管理名录》第四十九类交通运输业、管道运输业和仓储业第157项具体规定：等级公路（不含维护，不含改扩建四级公路）有以下几种情形。（一）新建30公路以上的三级及以上等级公路；新建涉及环境敏感区的1公里及以上的隧道；新建涉及环境敏感区的主桥长度1公里及以上的桥梁需编制环境影响报告书。（二）其他（配套设施、不涉及环境敏感区的四级公路除外）需编制报告表。（三）配套设施、不涉及环境敏感区的四级公路为登记表项目。 我去年就向你们反映二期工程没有办环评就开工，你们不是回复说不用办环评吗？你们是打算二期工程完工以后再补办环评？ ,2020-04-03,2020-04-03
41,拟批准环境影响评价文件的建设项目公示项目名称：G204（洋河崖桥至姜家洼子段）改造 工程（一期）建设地点：青岛西海岸新区，道路段起点为环台东路与 S328 黄张路交叉口，终点环 台南路与原 204 国道平面交叉口， G204 石灰窑桥、薛家庄南桥1．噪声影响项目周边天龙花园小区、石梁杨村噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求。项目营运近、中期，阳光学苑首排楼座各楼层昼间噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求，远期超标0.3-0.7dB（A）；近、中、远期夜间首排楼座各楼层夜间噪声预测值均超出《声环境质量标准》（GB3096-2008）2类标准要求，超标值1.7-4.2dB（A）。采取吸声减噪路面、加强绿化；加强交通管理和公路养护；做好跟踪监测和周边用地规划等措施后可降低本项目交通噪声对敏感点的影响。采取措施后超标量相对较小，建议建设单位近期不采取针对性的噪声防护措施，但预留部分噪声治理经费，根据营运期踪监测结果再对噪声防护措施进行调整。建设地点包括石灰窑，噪音就不用管了？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！石灰窑桥改造桥梁属于一期工程内容。目前，该桥梁尚未正式投入使用，需G204二期工程即桥梁两端公路拓宽后方可正常使用。从现场调查了解，石灰窑西村居民、石灰窑东村、石灰窑北村居民住宅主要分布在非桥梁段公路两侧（属于G204二期工程），G204二期工程目前处于设计阶段，噪声防护措施将在二期工程中论证实施。 《建设项目环境影响评价分类管理名录》里面哪条写了国道扩宽改造不需要办理环境影响评价报告书？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！根据《建设项目环境影响评价分类管理名录》第四十九类交通运输业、管道运输业和仓储业第157项具体规定：等级公路（不含维护，不含改扩建四级公路）有以下几种情形。（一）新建30公路以上的三级及以上等级公路；新建涉及环境敏感区的1公里及以上的隧道；新建涉及环境敏感区的主桥长度1公里及以上的桥梁需编制环境影响报告书。（二）其他（配套设施、不涉及环境敏感区的四级公路除外）需编制报告表。（三）配套设施、不涉及环境敏感区的四级公路为登记表项目。 我去年就向你们反映二期工程没有办环评就开工，你们不是回复说不用办环评吗？你们是打算二期工程完工以后再补办环评？ ,2020-03-30,2020-04-03
42,"204国道石灰窑段噪音扰民 办理流程2020/3/9 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好！交通噪声不属于生态环境部门监管职责，建议您向交通运输部门反映。谢谢！ 我向交通运输局反映，他们回复一句G204（洋河崖桥至姜家洼子段）改造 工程（一期）已经取得环评，我还能怎么办？只能找你们,谁让你们在环评上盖章的？ ",2020-03-26,2020-04-03
43,拟批准环境影响评价文件的建设项目公示项目名称：G204（洋河崖桥至姜家洼子段）改造 工程（一期）建设地点：青岛西海岸新区，道路段起点为环台东路与 S328 黄张路交叉口，终点环 台南路与原 204 国道平面交叉口， G204 石灰窑桥、薛家庄南桥1．噪声影响项目周边天龙花园小区、石梁杨村噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求。项目营运近、中期，阳光学苑首排楼座各楼层昼间噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求，远期超标0.3-0.7dB（A）；近、中、远期夜间首排楼座各楼层夜间噪声预测值均超出《声环境质量标准》（GB3096-2008）2类标准要求，超标值1.7-4.2dB（A）。采取吸声减噪路面、加强绿化；加强交通管理和公路养护；做好跟踪监测和周边用地规划等措施后可降低本项目交通噪声对敏感点的影响。采取措施后超标量相对较小，建议建设单位近期不采取针对性的噪声防护措施，但预留部分噪声治理经费，根据营运期踪监测结果再对噪声防护措施进行调整。建设地点包括石灰窑，噪音就不用管了？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！石灰窑桥改造桥梁属于一期工程内容。目前，该桥梁尚未正式投入使用，需G204二期工程即桥梁两端公路拓宽后方可正常使用。从现场调查了解，石灰窑西村居民、石灰窑东村、石灰窑北村居民住宅主要分布在非桥梁段公路两侧（属于G204二期工程），G204二期工程目前处于设计阶段，噪声防护措施将在二期工程中论证实施。 我去年就向你们反映二期工程没有办环评就开工，你们不是回复说不用办环评吗？你们是打算二期工程完工以后再补办环评？ ,2020-03-25,2020-04-03
44,"204国道石灰窑段噪音扰民 办理流程2020/3/9 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好！交通噪声不属于生态环境部门监管职责，建议您向交通运输部门反映。谢谢！ 我向交通运输局反映，他们回复一句G204（洋河崖桥至姜家洼子段）改造 工程（一期）已经取得环评，我还能怎么办？只能找你们,谁让你们在环评上盖章的？ ",2020-03-25,2020-04-03
45,您好，来信收悉。您反映的问题青岛市环境保护局黄岛分局进行了落实。经核实，关于改道工程石灰窑段的环评手续问题及噪声解决方案；G204（洋河崖桥至姜家洼子段）改造工程一期包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。不包含石灰窑段道路改造拓宽项目。我局未受理石灰窑段拓宽道路的环评审批申请。我局未受理石灰窑南桥的环评审批申请，根据《建设项目环境影响评价分类管理名录》，桥梁拓宽不在名录内。就您反映的问题，我局将对接交通部门进行调查处理。交通噪声以及建筑施工噪声不属于我局职责。感谢您对青岛西海岸新区的关注与支持!你们在环评上盖章了，这事就该你们管！！！不管是十年还是二十年，除非没有你们这个部门了 ,2020-03-25,2020-04-03
序号,诉求,诉求时间,回复时间
46,拟批准环境影响评价文件的建设项目公示项目名称：G204（洋河崖桥至姜家洼子段）改造 工程（一期）建设地点：青岛西海岸新区，道路段起点为环台东路与 S328 黄张路交叉口，终点环 台南路与原 204 国道平面交叉口， G204 石灰窑桥、薛家庄南桥1．噪声影响项目周边天龙花园小区、石梁杨村噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求。项目营运近、中期，阳光学苑首排楼座各楼层昼间噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求，远期超标0.3-0.7dB（A）；近、中、远期夜间首排楼座各楼层夜间噪声预测值均超出《声环境质量标准》（GB3096-2008）2类标准要求，超标值1.7-4.2dB（A）。采取吸声减噪路面、加强绿化；加强交通管理和公路养护；做好跟踪监测和周边用地规划等措施后可降低本项目交通噪声对敏感点的影响。采取措施后超标量相对较小，建议建设单位近期不采取针对性的噪声防护措施，但预留部分噪声治理经费，根据营运期踪监测结果再对噪声防护措施进行调整。建设地点包括石灰窑，噪音就不用管了？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！石灰窑桥改造桥梁属于一期工程内容。目前，该桥梁尚未正式投入使用，需G204二期工程即桥梁两端公路拓宽后方可正常使用。从现场调查了解，石灰窑西村居民、石灰窑东村、石灰窑北村居民住宅主要分布在非桥梁段公路两侧（属于G204二期工程），G204二期工程目前处于设计阶段，噪声防护措施将在二期工程中论证实施。 《建设项目环境影响评价分类管理名录》里面哪条写了国道扩宽改造不需要办理环境影响评价报告书？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！根据《建设项目环境影响评价分类管理名录》第四十九类交通运输业、管道运输业和仓储业第157项具体规定：等级公路（不含维护，不含改扩建四级公路）有以下几种情形。（一）新建30公路以上的三级及以上等级公路；新建涉及环境敏感区的1公里及以上的隧道；新建涉及环境敏感区的主桥长度1公里及以上的桥梁需编制环境影响报告书。（二）其他（配套设施、不涉及环境敏感区的四级公路除外）需编制报告表。（三）配套设施、不涉及环境敏感区的四级公路为登记表项目。 我去年就向你们反映二期工程没有办环评就开工，你们不是回复说不用办环评吗？你们是打算二期工程完工以后再补办环评？ ,2020-03-25,2020-04-03
47,拟批准环境影响评价文件的建设项目公示项目名称：G204（洋河崖桥至姜家洼子段）改造 工程（一期）建设地点：青岛西海岸新区，道路段起点为环台东路与 S328 黄张路交叉口，终点环 台南路与原 204 国道平面交叉口， G204 石灰窑桥、薛家庄南桥1．噪声影响项目周边天龙花园小区、石梁杨村噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求。项目营运近、中期，阳光学苑首排楼座各楼层昼间噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求，远期超标0.3-0.7dB（A）；近、中、远期夜间首排楼座各楼层夜间噪声预测值均超出《声环境质量标准》（GB3096-2008）2类标准要求，超标值1.7-4.2dB（A）。采取吸声减噪路面、加强绿化；加强交通管理和公路养护；做好跟踪监测和周边用地规划等措施后可降低本项目交通噪声对敏感点的影响。采取措施后超标量相对较小，建议建设单位近期不采取针对性的噪声防护措施，但预留部分噪声治理经费，根据营运期踪监测结果再对噪声防护措施进行调整。建设地点包括石灰窑，噪音就不用管了？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！石灰窑桥改造桥梁属于一期工程内容。目前，该桥梁尚未正式投入使用，需G204二期工程即桥梁两端公路拓宽后方可正常使用。从现场调查了解，石灰窑西村居民、石灰窑东村、石灰窑北村居民住宅主要分布在非桥梁段公路两侧（属于G204二期工程），G204二期工程目前处于设计阶段，噪声防护措施将在二期工程中论证实施。 《建设项目环境影响评价分类管理名录》里面哪条写了国道扩宽改造不需要办理环境影响评价报告书？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！根据《建设项目环境影响评价分类管理名录》第四十九类交通运输业、管道运输业和仓储业第157项具体规定：等级公路（不含维护，不含改扩建四级公路）有以下几种情形。（一）新建30公路以上的三级及以上等级公路；新建涉及环境敏感区的1公里及以上的隧道；新建涉及环境敏感区的主桥长度1公里及以上的桥梁需编制环境影响报告书。（二）其他（配套设施、不涉及环境敏感区的四级公路除外）需编制报告表。（三）配套设施、不涉及环境敏感区的四级公路为登记表项目。 我去年就向你们反映二期工程没有办环评就开工，你们不是回复说不用办环评吗？你们是打算二期工程完工以后再补办环评？ ,2020-03-24,2020-04-03
48,您好，来信收悉。您反映的问题青岛市环境保护局黄岛分局进行了落实。经核实，关于改道工程石灰窑段的环评手续问题及噪声解决方案；G204（洋河崖桥至姜家洼子段）改造工程一期包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。不包含石灰窑段道路改造拓宽项目。我局未受理石灰窑段拓宽道路的环评审批申请。我局未受理石灰窑南桥的环评审批申请，根据《建设项目环境影响评价分类管理名录》，桥梁拓宽不在名录内。就您反映的问题，我局将对接交通部门进行调查处理。交通噪声以及建筑施工噪声不属于我局职责。感谢您对青岛西海岸新区的关注与支持!你们在环评上盖章了，这事就该你们管！！！不管是十年还是二十年，除非没有你们这个部门了 ,2020-03-24,2020-04-03
49,"204国道石灰窑段噪音扰民 办理流程2020/3/9 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好！交通噪声不属于生态环境部门监管职责，建议您向交通运输部门反映。谢谢！ 我向交通运输局反映，他们回复一句G204（洋河崖桥至姜家洼子段）改造 工程（一期）已经取得环评，我还能怎么办？只能找你们,谁让你们在环评上盖章的？ ",2020-03-24,2020-04-03
50,诸位领导，鉴于现在出租车生意难做，空驶率太高，出租车根本就赚不到钱。本人觉得最基本的原因是由于现在出租车起步价格太高导致。出租车最大的竞争对手是各种打车软件，既然是竞争那就要调低出租车起步价格和每公里价格并且提高出租车司机的服务质量！所以我建议把出租车起步价格调整为八元，每公里价格也可适当调整。希望有关部门和领导能调研此问题！谢谢！,2020-04-01,2020-04-03
51,诸位领导，鉴于现在出租车生意难做，空驶率太高，出租车根本就赚不到钱。本人觉得最基本的原因是由于现在出租车起步价格太高导致。出租车最大的竞争对手是各种打车软件，既然是竞争那就要调低出租车起步价格和每公里价格并且提高出租车司机的服务质量！所以我建议把出租车起步价格调整为八元，每公里价格也可适当调整。希望有关部门和领导能调研此问题！谢谢！,2020-04-01,2020-04-03
52,诸位领导，鉴于现在出租车生意难做，空驶率太高，出租车根本就赚不到钱。本人觉得最基本的原因是由于现在出租车起步价格太高导致。出租车最大的竞争对手是各种打车软件，既然是竞争那就要调低出租车起步价格和每公里价格并且提高出租车司机的服务质量！所以我建议把出租车起步价格调整为八元，每公里价格也可适当调整。希望有关部门和领导能调研此问题！谢谢！,2020-04-01,2020-04-03
53,诸位领导，鉴于现在出租车生意难做，空驶率太高，出租车根本就赚不到钱。本人觉得最基本的原因是由于现在出租车起步价格太高导致。出租车最大的竞争对手是各种打车软件，既然是竞争那就要调低出租车起步价格和每公里价格并且提高出租车司机的服务质量！所以我建议把出租车起步价格调整为八元，每公里价格也可适当调整。希望有关部门和领导能调研此问题！谢谢！,2020-04-01,2020-04-03
54,诸位领导，鉴于现在出租车生意难做，空驶率太高，出租车根本就赚不到钱。本人觉得最基本的原因是由于现在出租车起步价格太高导致。出租车最大的竞争对手是各种打车软件，既然是竞争那就要调低出租车起步价格和每公里价格并且提高出租车司机的服务质量！所以我建议把出租车起步价格调整为八元，每公里价格也可适当调整。希望有关部门和领导能调研此问题！谢谢！,2020-04-01,2020-04-03
55,诸位领导，鉴于现在出租车生意难做，空驶率太高，出租车根本就赚不到钱。本人觉得最基本的原因是由于现在出租车起步价格太高导致。出租车最大的竞争对手是各种打车软件，既然是竞争那就要调低出租车起步价格和每公里价格并且提高出租车司机的服务质量！所以我建议把出租车起步价格调整为八元，每公里价格也可适当调整。希望有关部门和领导能调研此问题！谢谢！,2020-04-01,2020-04-03
56,诸位领导，鉴于现在出租车生意难做，空驶率太高，出租车根本就赚不到钱。本人觉得最基本的原因是由于现在出租车起步价格太高导致。出租车最大的竞争对手是各种打车软件，既然是竞争那就要调低出租车起步价格和每公里价格并且提高出租车司机的服务质量！所以我建议把出租车起步价格调整为八元，每公里价格也可适当调整。希望有关部门和领导能调研此问题！谢谢！,2020-04-01,2020-04-03
57,诸位领导，鉴于现在出租车生意难做，空驶率太高，出租车根本就赚不到钱。本人觉得最基本的原因是由于现在出租车起步价格太高导致。出租车最大的竞争对手是各种打车软件，既然是竞争那就要调低出租车起步价格和每公里价格并且提高出租车司机的服务质量！所以我建议把出租车起步价格调整为八元，每公里价格也可适当调整。希望有关部门和领导能调研此问题！谢谢！,2020-04-01,2020-04-03
58,诸位领导，鉴于现在出租车生意难做，空驶率太高，出租车根本就赚不到钱。本人觉得最基本的原因是由于现在出租车起步价格太高导致。出租车最大的竞争对手是各种打车软件，既然是竞争那就要调低出租车起步价格和每公里价格并且提高出租车司机的服务质量！所以我建议把出租车起步价格调整为八元，每公里价格也可适当调整。希望有关部门和领导能调研此问题！谢谢！,2020-04-01,2020-04-03
59,诸位领导，鉴于现在出租车生意难做，空驶率太高，出租车根本就赚不到钱。本人觉得最基本的原因是由于现在出租车起步价格太高导致。出租车最大的竞争对手是各种打车软件，既然是竞争那就要调低出租车起步价格和每公里价格并且提高出租车司机的服务质量！所以我建议把出租车起步价格调整为八元，每公里价格也可适当调整。希望有关部门和领导能调研此问题！谢谢！,2020-04-01,2020-04-03
60,"政府领导您好：归国学生，于3月23日早的飞机到达流亭机场，之后拉到即墨南山美爵度假酒店，隔离14天为，房费每天380元,餐费每天60元，（(每餐为简易的两荤两素盒饭,量少）共计6160元，费用自理。我的疑问是：安排酒店为豪华酒店，高消费场所，有绑架消费的嫌疑。为什么不安排经济性酒店？目前全国的酒店基本都在空置状态,为什么不选经济酒店?如果政府承担费用,会选择豪华酒店吗?     不得不让群众对政府办事人员串通吃回扣的嫌疑,请政府严查,给人民群众一个有说服力的说法",2020-03-26,2020-04-03
序号,诉求,诉求时间,回复时间
61,我现在住市南江苏路老房子，在西海岸金沙滩路77号金凤凰铭品小区买的房子，小区北面是滨海大道，所有隧道车都路过小区，但是就是没有车站，我们小区的业主大多数是市区人，来回往返只能到薛家岛枢纽站做隧道2路车，从小区走到车站要15分钟，都是老年人，每天往返真是不方便而且也很累，希望政府部门尽快解决问题，在小区附近设个通往市区的隧道车站吧。,2020-03-26,2020-04-03
62,跪求领导开通条重庆中路往台东方向开的重庆中路金水路  之后一趟也没有,2020-03-26,2020-04-03
63,跪求领导开通条重庆中路往台东方向开的重庆中路金水路  之后一趟也没有,2020-03-26,2020-04-03
64,你好 现在企业基本上都已经复工 希望工作日上下班高峰期地铁2号线和3号线缩短发车间隔，加密车次 方便市民上下班！！目前发车间隔有点大 而且进站只有一个口 很堵。,2020-03-27,2020-04-03
65,"信件内容青岛地铁相关负责人你好,地铁系统的报站属于地铁公司内部文件，原则上不能随意拷贝和传播。 微信上有一个名叫“哆啦Joe”的微信公众号，该公众号运营者将大量青岛地铁现有线路报站原文件和未开通线路报站文件及线路信息进行发布和传播，并将与报站有关的合同文字内容直接在文章中发布，对青岛地铁的公司隐私造成了泄露，极易对青岛地铁造成信息流失和负面影响。此人号称青岛地铁观察员,微博名“哆啦Joe”,在微博上大肆散播各种关于青岛地铁的信息，包括设计配色、未开通线路“小道消息”通车时间、施工进度等各种与青岛地铁有关的内部消息，以博人眼球，求得关注。有的信息显而易见是保密信息，不宜对外发布的，比如1号线将延期至2021年底开通，原因是青岛站无法折返，南段修通但宁愿不开通等，有的时候极大降低企业社会信誉。“哆啦Joe”不知以何种方式搞到许多有关青岛地铁的内部资料和文件在微信、微博等社交平台肆意发布，而且在他发布的报站原文件中还有13号线未开通站点的报站,此人搞到如此众多的内部文件,且没有经过青岛地铁公司允许，擅自以青岛地铁的名义在网上发布，乍一看很专业(因为都是内部资料)，仔细推敲便破绽百出。这些是否已经对青岛地铁造成侵权和窃取呢?建议青岛地铁公司查看一下此人的微信公众号“哆啦Joe”，为了公司利益和整体发展，以及社会信誉，调查清楚此人以何种方式得到的内部文件，是此人通过在地铁集团的亲朋好友得到如此众多的文件?毕竟，这样大批量泄露和发布内部文件是对青岛地铁集团整体运营秩序的破坏和对企业信誉造成了风险，也是此人法律意识淡薄的体现。",2020-03-25,2020-04-03
66,想在五一假期回到海口，五一结束从海口回来需要隔离14天吗,2020-04-03,2020-04-03
67,请问老版的天地图改到哪了？,2020-04-02,2020-04-03
68,请问红岛火车站计划啥时候投入使用？谢谢！,2020-04-01,2020-04-03
69,黄岛真情巴士L2路全程票价6元，其中包含每人4元的隧道通行费。受疫情影响隧道免费至6月30日，这期间L2路应当暂停向过海乘客收取通行费。,2020-03-30,2020-04-03
70,都在西海岸新区的公交车，两家工资待遇差距太大了吧，都在建设西海岸，为什么差距这么大，不能一碗水端平，不能用一个工资待遇标准！公司归公司，领导可以出门协调啊！这样的悬殊，是政府否定了哪家公司？还是某个人？是谁干的不好还怎么着？给领导反映工资待遇问题来，不给答复！只有想这种方法来请政府出面协调一下！为所有的公交司机解决一下问题！请领导能理解！我们转的都是血汗钱啊！,2020-03-31,2020-04-03
71,交运隧道公交集团不负责任，不为老百姓出行难着想，隧道车辆有的站点多条，我们小区楼后面就是漓江东路，来往隧道车辆的很多，我们却要走15分钟到枢纽站做隧道2路，出行很不方便，希望政府部门能够重视。,2020-03-27,2020-04-03
72,我30号乘坐即青公交2号线. 车牌1200 车上乘客全部戴口罩， 司机也戴着口罩， 可司机的口罩只是戴在下巴上， 嘴和鼻子都暴露在外。  现在还是疫情期间， 司机作为密集型接触人员是不是更应该戴好口罩， 毕竟司机每天接触的人很多 还是说现在不用戴口罩了 请相关部门予以解释,2020-04-01,2020-04-03
73,我30号乘坐即青公交2号线. 车牌1200 车上乘客全部戴口罩， 司机也戴着口罩， 可司机的口罩只是戴在下巴上， 嘴和鼻子都暴露在外。  现在还是疫情期间， 司机作为密集型接触人员是不是更应该戴好口罩， 毕竟司机每天接触的人很多 还是说现在不用戴口罩了 请相关部门予以解释,2020-04-01,2020-04-03
74,请问领导2020年青岛市本级土地新增建设用地面积是多少啊？出规划了吗，一直都查不到,2020-04-01,2020-04-03
75,为什么西海岸新区，尤其是老胶南每年都修路，一条路翻来覆去的修，有这个钱为什么不多修一些快速路、高架，西海岸新区的快速路真的配不上国家级新区这个位置，交通通达度太低，快速路只停留在规划上，没有超前建设，总是满足不了需求的时候才修，对比滨海新区的快速路太落后了。,2020-03-26,2020-04-03
