序号,诉求,诉求时间,回复时间
43,"我是山东省青岛市黄岛区泊里镇沙岭子村村民郭建山身份证号370223196811053111，康尼尔环保科技有限公司对我家在沙岭子村的口粮地进行强拆强占，并且在不通知我的情况下把土地附着物十几年树龄的柿树 杨树 桃树 梨树多种树木给毁坏掉。 ??????? 我多次说明可以转让承包权经营权但是要按照国家法律要求以及相关拆迁补偿要求保证本人的基本权益，解决本人的基本生活养老等问题。按照《中华人民共和国土地法》第四十八条规定征收土地应当给予公平、合理的补偿，保障被征地农民原有生活水平不降低、长远生计有保障征收土地应当依法及时足额支付土地补偿费、安置补助费以及农村村民住宅、其他地上附着物和青苗等的补偿费用，并安排被征地农民的社会保障费用。按照《山东省人民政府关于调整山东省征地区片综合地价标准的批复》 鲁政字[2015]286 号规定泊里镇征地价格是62000一亩，又根据鲁自然资字[2020]1 号《关于开展征地区片综合地价调整工作的通知》规定各县（市、区）区片地价上调幅度控制在 20—50%范围内，调整后全省最低区片地价为 6 万元 /亩，也就是泊里镇征地价格在一亩7到10万之间。根据2017年《青岛市征地地上附着物和青苗补偿标准》盛果期果树移植每亩38000-50000元，土筑水渠、水池30-110元/m3?,灌木一年生以上8-16元/墩。本人一亩多口粮地三亩多果园总共四亩多地需要赔偿30-40万。全部种植盛果期果树和一些十年以上杨树，需要赔偿16-20万元。一个土筑水渠、水池，大约200立方米左右，需要赔偿6000-20000元。还有180米左右的荆棘树栅栏，赔偿价格3万元左右。并且其中一亩多口粮地需要解决一人的养老问题，按照国家最低标准替失地农民按当地养老保险标准缴纳15年的养老保险，总价在25万左右，而且在本人未签字未同意的情况下将本人的果树全部损害，两年未见收获，需要额外赔偿两年损失10万元。全部合计总价85-100万元之间。康尼尔环保科技有限公司不肯按法律和相关政策赔偿，只通过泊里镇政府支付一亩七八万元的赔偿价格，本人不同意，青岛康尼尔环保科技公司强拆强占被阻止，更是让镇政府信阳边防派出所出面，将本人强行带入派出所羁押，2020年3月2日到3月12日过连续传唤对本人进行变相羁押超过100小时。为青岛康尼尔环保科技有限公司施工争取时间。这是明显的做黑社会保护伞，国务院公安部严令公安机关不得以任何形式参与征地拆迁等工作当中，黄岛区泊里镇信阳边防派出所却每次参与其中，青岛市黄岛区信阳边防派出所所长袁守强更是玩忽职守，知法犯法，积极参与其中。????希望上级领导重视，依法征地，补偿本人损失。",2020-03-26,2020-04-03
44,尊敬的领导.河套胡庆村回迁房什么时间盖，当时拆迁承诺30个月回迁，而实际上从2016年到现在4年时间连地基都没挖，同样的拆迁河套红岛两个街道其他村都已经动工建设.有的村已经建设完毕，胡庆村全部搬走就连老人房都没留下，村民到现在看不到任何希望！请领导答复一下,2020-03-28,2020-04-03
45,您好!    请问青岛市即墨区温泉街道南北行村何时才能拆迁，望回!,2020-04-02,2020-04-03
序号,诉求,诉求时间,回复时间
46,我咨询一下，张家楼镇东石岭有什么规划，是否有合村并居，搬迁的规划,2020-03-31,2020-04-02
47,您好领导!        请问青岛市即墨区温泉街道南北行村何时才能拆迁，望回!,2020-04-02,2020-04-02
48,我们村从2018年年开始要在我们人口口粮地那建飞机场要征收我们村口粮地说一亩地给一千块钱动用社会人员威胁叫我们签字.大约又过了半年莱西国土局还是什么局的在网上发布了征地公告一亩地5.5万元，我们村所有人民去找他们要钱、可是村政府乡政府都躲着找不到人，最后没办法去了建飞机地方找有有关领导、可是他们那出黑社会样子叫来特警和派出所人员强制押走我们的村民最后还拘留24小时。天理何在叫我们本身失去口粮地又没有收入老百姓怎么活呀，难道政府就这样欺负这么一生没本事的老百姓吗,2020-03-30,2020-04-02
49,此人在微博上发表侮辱毛主席的文章，造成恶劣影响，触犯了英烈保护法,2020-03-18,2020-04-02
50,想问一下政府部门，胶东镇河里三村近几年有规划吗？,2020-04-01,2020-04-02
51,领导你好，胶东拆迁6个村，为什么葛埠岭村在中间不拆，难道这个村没有噪音吗？,2020-04-01,2020-04-02
52,尊敬的新区领导您好：  请问灵山卫街道办事处，北街 、南街、东街等几个村近几年是否有拆迁规划。谢谢,2020-03-27,2020-04-02
53,尊敬的新区领导您好：  请问灵山卫街道办事处，北街 、南街、东街等几个村近几年是否有拆迁规划。谢谢,2020-03-27,2020-04-02
54,徐官庄村前期“半亩方塘”规划建设项目已经结束了吗？还是有别的新的规划。总感觉现在跟当时的项目效果图等相差甚远。,2020-04-01,2020-04-02
55,你好！请问一下，平度李园办事处后戈庄拆迁是政府行为吗？就是想问一下拆迁前，拆迁后的问题政府给解决吗？后戈庄村委会为拆迁主体是什么意思？谢谢！,2020-03-26,2020-04-02
56,领导好：  请问大场镇肖家洼四村合村并居工作什么时候开始？计划几年内完成并居工作？  谢谢。,2020-04-01,2020-04-02
57,即墨区灵山镇索戈庄村西南面的口粮地是村民产粮食吃饭的，但是成片的口粮地里面却没有一个像样的池塘用来灌溉土地，地头的沟壑更是淤堵死了，遇到下大雨的时候地里面的粮食就被涝死，去年政府安排人员到村庄疏通河道、沟壑，但是村东面的都疏通了，村庄西南面的根本没有疏通，一个村庄为何区别对待。,2020-04-01,2020-04-02
58,我是城阳区惜福镇演礼村商业街业主，因为疫情村里主要进出路口一直封着，居民无法正常通行，我们这些商户不能正常营业，说到六月份才能解封，这叫我们怎么活呀，无法营业，房租交不上，封闭了两个月一大家子花销所剩无几，在不解封没有活路了，希望政府给予支持，谢谢。,2020-03-30,2020-04-02
59,举报人刘天基提供本人照片和身份证各一份。举报人刘天基举报平度市开发区大泥河头村西北角违法建设市场大棚崔广东和邓伟玉等人的违法行为证据确凿，铁证如山，无须诉讼，通过举报信访等是反映崔广东和邓伟玉等人违法违规违纪腐败行为的一种合法渠道。请领导严查山东省政务热线12345的回复违法建设市场大棚公开帮崔广东和邓伟玉等人弄虚作假，玩弄法律，颠倒是非黑白，承当保护伞。请严查山东省平度市开发区大泥河头村的西北角违法建设的市场大棚举报约在3万多次没有拆除，有二十多份证据证明属于严重违法建设的市场大棚，举报三年之久至今为止没有拆除。刘天基自2017年6月份开始通过各种渠道举报违法建设市场大棚大约在3万多次，有山东省，青岛市，平度市国土局平度市城乡规划局等各部门的政府信息公开，法院判决等有二十多份证据包括行政处罚等证据都认可属于严重的违法建设市场大棚。举报人刘天基申请平度市国土局依法查处破坏基本农田建设市场大棚，平度市国土局局长邓伟玉不但不履行法定职责，依法查处违法建设市场大棚反而还弄虚作假，制造假的文件，违法批地，破坏基本农田，为他人谋取私利，邓伟玉玩忽职守属于严重的执法犯法，无法无天，顶风而上，弄虚作假，欺上瞒下，不作为，乱作为，搞形式主义，官僚主义特别严重。举报人刘天基申请平度市综合行政执法局依法拆除违法建设市场大棚，平度市综合行政执法局局长崔广东不但不依法履行法定职责反而成为为群众做好事，崔广东把一个违法行为变成为好事简直是天大笑话，崔广东渎职，玩忽职守，玩弄法律，颠倒是非黑白，执法犯法，无法无天，不作为，乱作为，搞形式主义，官僚主义特别严重。举报人刘天基通过各种渠道举报违法建设市场大棚遭到山东省政府，青岛市政府平度市政府各部门的层层保护伞的保护，举报人刘天基是上天无门，入地无路，有苦无地诉，有冤无地审。请国家领导人依法严查崔广东和邓伟玉等人知法犯法，无法无天，玩弄法律，颠倒是非黑白，渎职，玩忽职守，徇私舞弊，滥用职权，欺上瞒下，对抗国家政策和法律法规定，耍法律流氓，不作为，乱作为，搞形式主义，官僚主义等违法违纪腐败行为特别严重，违反了党纪国法，请罢免崔广东和邓伟玉等人的一切职务，移交司法机关追究法律责任。举报人刘天基，山东省平度市开发区大泥河头村219号。,2020-03-25,2020-04-02
60,举报人刘天基提供本人照片和身份证各一份。举报人刘天基举报平度市开发区大泥河头村西北角违法建设市场大棚崔广东和邓伟玉等人的违法行为证据确凿，铁证如山，无须诉讼，通过举报信访等是反映崔广东和邓伟玉等人违法违规违纪腐败行为的一种合法渠道。请领导严查山东省政务热线12345的回复违法建设市场大棚公开帮崔广东和邓伟玉等人弄虚作假，玩弄法律，颠倒是非黑白，承当保护伞。请严查山东省平度市开发区大泥河头村的西北角违法建设的市场大棚举报约在3万多次没有拆除，有二十多份证据证明属于严重违法建设的市场大棚，举报三年之久至今为止没有拆除。刘天基自2017年6月份开始通过各种渠道举报违法建设市场大棚大约在3万多次，有山东省，青岛市，平度市国土局平度市城乡规划局等各部门的政府信息公开，法院判决等有二十多份证据包括行政处罚等证据都认可属于严重的违法建设市场大棚。举报人刘天基申请平度市国土局依法查处破坏基本农田建设市场大棚，平度市国土局局长邓伟玉不但不履行法定职责，依法查处违法建设市场大棚反而还弄虚作假，制造假的文件，违法批地，破坏基本农田，为他人谋取私利，邓伟玉玩忽职守属于严重的执法犯法，无法无天，顶风而上，弄虚作假，欺上瞒下，不作为，乱作为，搞形式主义，官僚主义特别严重。举报人刘天基申请平度市综合行政执法局依法拆除违法建设市场大棚，平度市综合行政执法局局长崔广东不但不依法履行法定职责反而成为为群众做好事，崔广东把一个违法行为变成为好事简直是天大笑话，崔广东渎职，玩忽职守，玩弄法律，颠倒是非黑白，执法犯法，无法无天，不作为，乱作为，搞形式主义，官僚主义特别严重。举报人刘天基通过各种渠道举报违法建设市场大棚遭到山东省政府，青岛市政府平度市政府各部门的层层保护伞的保护，举报人刘天基是上天无门，入地无路，有苦无地诉，有冤无地审。请国家领导人依法严查崔广东和邓伟玉等人知法犯法，无法无天，玩弄法律，颠倒是非黑白，渎职，玩忽职守，徇私舞弊，滥用职权，欺上瞒下，对抗国家政策和法律法规定，耍法律流氓，不作为，乱作为，搞形式主义，官僚主义等违法违纪腐败行为特别严重，违反了党纪国法，请罢免崔广东和邓伟玉等人的一切职务，移交司法机关追究法律责任。举报人刘天基，山东省平度市开发区大泥河头村219号。,2020-03-26,2020-04-02
序号,诉求,诉求时间,回复时间
61,胶州2020-2022年规划九龙街道石河小学什么时候开始建？李孟路什么时候开始修？李孟路东边的建筑什么时候能拆除？,2020-03-25,2020-04-02
62,胶州市市委领导：请问2020年是村委会是换届年吗？具体时间在几月份？,2020-03-31,2020-04-01
63,胶北南庸村有拆迁计划吗？何时拆迁？,2020-03-31,2020-04-01
64,想问问三里河办事处，现在可以开始装修了吗？需要什么手续吗？,2020-03-31,2020-04-01
65,胶州市里岔镇甘沟庄村马树国书记为了能让自己继续连任，于是给村民贿赂，以达到自己能够连任的目的，严重影响了党员的自我价值，请有关部门严惩这样的不法作风,2020-03-26,2020-04-01
66,李哥庄镇南部11个村拆迁已经快两年了，到目前为止土地、自留地、菜园等要如何处理请给个答复！我家老人的菜园不能种了，全荒了！里面种植的果树因为没有水浇和管理，也死了不少！更可气的是有人趁着没有家人管理和看护，把一些好的果树都偷着挖走了，老人回去看到一场大哭，辛苦了好几年的果园也都不像样子了，气病了好多天！这个损失如何计算？希望政府给个答复。,2020-03-31,2020-04-01
67,上合示范区海庄和后旺村什么时候拆迁或者合并社区？,2020-03-31,2020-04-01
68,                         青岛市领导你好：     我们是青岛蓝谷高新区东洼里后村的村民，青岛蓝谷高新区管委给我们投诉我们村书记王书凌的《答复意见书》，存在漠视群众利益，无视老百姓正常诉求的嫌疑。    1，在村委用工问题上，你们可以查一下我们村的村民王化喜夫妻二人，他们俩一天工没有出，却领了很多钱，你们也可以查一下，我们村村民陈升远，也是光领工钱没出工，这是典型的冒领工钱，在这个问题上，我建议公示自2011年至今的村委用工明细，让全村村民来评议一下。     2，享受国家危房改造的农户，国家有明确规定，什么人可享受，什么人不能享受，什么房子能改造，什么房子不能改造。就我们村陈克华的两间看果园的小房子，也能改造，也花了1.1万元，王文大的房子就给王化梓6千元，根本就没有改造，这是典型的浪费、贪污国家财政扶贫资金。     做为党领导下的蓝谷高新区管委，竞敢无视党纪国法，明目张胆的保护贪官王书凌，我想问一下，在众多贪污实事面前，你们能心安吗？你们对得起党和老百姓吗？你们能保住他吗？     我们强烈要求蓝谷高新区管委回避，既然国家财政扶贫资金被贪污你们不管，那么我们强烈要求查清我们村集体2000多万资金的去向，还我们老百姓一个公开、公正的说法！     我们要公正，我们要公平，我们要公开，我们需要一个和谐的家，为了我们村老百姓的安居乐业，我们不会放弃投诉，也不能避免走访！    此致上访人 ：舒青林?          13583250688上访人：陈平远            13573841194上访人：邵守江            13553039506上访人：邵守忠             15020091886,2020-03-25,2020-04-01
69,2019年泊里镇泊里河西村村委通知村民，本村一块基本农田已经卖出，通知村民到村委领取卖地款(7万元左右一亩)，这块土地大体位置在，地铁13号线泊里站以北，董家口路以东，泊里三路以南，泊里西河以西。就这件事情有如下问题，请回答:1，泊里河西村上述位置农田是否已经完成土地确权？这块土地是否属于本村村民承包三十年不变？2，上述位置农田一直是本村村民的农业用地口粮地，请问，现在土地性质是否发生变化？现在是农业用地么？还是商业用地或者其他性质用地？3，这块土地现在是以什么名义买卖？是政府征收么？还是商业买卖，是否有相关手续或合同？这些信息河西村委没有明确告知村民，只通知村民领钱，村民也一头雾水。在村民不知情的情况下，村委是否有权利处置上述土地？上述问题请百忙中落实，并解答，谢谢。,2020-03-29,2020-04-01
70,中韩社区哥庄村有拆迁计划吗？,2020-03-20,2020-04-01
71,大场镇陈家小庄村什么时候能合村并居呢？,2020-03-30,2020-04-01
72,有关领导您好，我是平度市凤台街道办事处新城里（李官庄）的村民。我们村从2014年开始征地拆迁，之前负责我们村拆迁征地凤台街道办事处的窦书记对我们村的承诺一直没有实现。（之前窦书记说的都已经拍成视频保留下来)从去年开始我们村开始陆陆续续的交接安置房，我们发现其中97平方的多层户型和之前拆迁时公布的户型改变。在此期间更改建设户型没有向村民和社会公众公开，同时也没有争取居住该户型的同意，没有签署任何协议合同。眼看统一交房时间过去1年多了，还是没有人主动提出解决方案。向村领导反应问题也没有得到答复。村里流传只要接盖错户型的钥匙，就给5000元，在此表示不同意。希望有关领导看到我的问题能够给出满意答复，谢谢！,2020-03-25,2020-04-01
73,西下泊村书记朱长增雇挖掘机领着村民朱寿春，朱仕玉，朱长全，朱业海等人，在大桥南边挖河沙，已经拍照片录像,2020-03-31,2020-04-01
74,惜福镇村委不顾好几百户村民的生活出行提供便利，非常可恶！为什么邻村的王家村，李辛村都能放开车辆通行，就惜福镇村不能，就你惜福镇村比别人家村强？太不人性化！让我们村民怎么生活，怎么出去做生意！都在家等着喝西北风？你们村委给钱？,2020-03-17,2020-04-01
75,根据上级要求，为了合村并区，下一步将村里的陈欠进行彻底清理，如果有欠集体款的户要认清形势，如果不主动交，清理那么将影响你的子女升学，考研，就业，考公务员和做飞机，高铁轮船等都受到限制，受到万牵连，影响他们一生，望陈欠户三思。这是村干部王成兵在村民群里面发的，农民应分的土地分不到手，添加户口的十多年没有地，别的村为什么添加户口的能分地，？？？？？许多问题：什么叫陈欠，如果土地接政策分下去那来的阵欠，,2020-03-27,2020-04-01
