序号,诉求,诉求时间,回复时间
33,第一不满意：房价太高，工资太低。生活成本高，就很难吸引青年精英在青岛创业。第二不满意：政府部门服务台意识差。各级公务员官气重、官架子大，官与民交流沟通的渠道少且不畅通。12345市民热线和青岛电视台民生新闻报道的事实证明，一件不该发生的事出现后，转办和报道的结果往往是相关各部门都是会搬出所有法律法规来竭力证明此事与我无关，而不是积极主动去承担或协调去解决问题。不少部门是你说你的，我干我的。青岛的12345热线在山东省内各市中，排名也是靠后和低效能的。一座城市如何发展，关键在干部。想不到，肯定做不到。第三不满意：城市建设规划层次低，城市建设质量粗糙。不到30年的时间，前海一线西起八大峡东到石老人，立起了一堵“高楼墙”。城市道路铺设质量低劣，不断开挖翻修、补修。马路上古力盖不发出声响的大概只有香港路市政府前那一段吧？市区过街天桥太少，环形过街桥至今没有一座，人车争道现象导致道路通行率大大下降。第四不满意：山头公园建设现状堪忧，跟同样有山有海城市比，差距不是一个层次。浮山是市区内最大的山，号称“青岛绿肺”，山南的楼都劈山盖到山腰了，保护绿线居然也没有了。听说还要规划开凿三条贯穿南北的隧道。浮山现在分别由三个区来建设管理，建了几个运动场，要么封闭不让市民锻炼，要么建在山头附近，又不允许市民开车上去锻炼，只好空着。上山道路多数建设质量低劣，两三年就变形甚至被冲毁。浮山上常年有人居住，他们放羊、养鸡、种菜、养鱼、网鸟，生活垃圾扔的到处是，污染山体……山上到处都能见到散乱的坟堆。山顶不建环山木栈道，大量登山者践踏山体，脆弱的土层迅速流失，几十年的黑松陆续都死了，浮山九峰山顶也秃了。近几年整个浮山打草防火，导致自然植被破坏严重，浮山的动物资源锐减，连野兔野鸡都很难看到了。浮山脚下至今没建一座森林式停车场，这一点，青岛连日照都不如。第五不满意：市区马路到处设有收费停车场，与民争利。一座著名的海滨旅游城市，号称“东方瑞士”，不该如此贪吝，显得格外小家子气。第六不满意：僵尸车在市区背街小巷、立交桥下、农贸市场边上、开放小区的各个角落一停就是几年十几年，成为清理不完的最大垃圾。第七不满意：作为山东最发达城市，社会保险形同虚设，社保不交监管不力，各种形式规避，比如，中海油下属各种外包劳务公司，北海船厂下属单位，武船重工外包公司等！第八不满意：医疗资源不均衡。青医附院江苏路院区和青岛妇儿医院人满为患，天天大堵车。第九不满意：30年来没管好出租车。每到旅游旺季，挑客宰客现象比比皆是。第十不满意：崂山一日游和前海海上游览的乱象一直没有得到根治。九龙治水。,2020-03-19,2020-03-24
34,沧口安顺路（汾阳路以北段），虽然还没完全弄好，但路两侧有些地方绿化居然种草皮，连冬青都不舍得种，冬天草皮枯死，根本起不到防尘作用，何况附近还有个水泥厂，污染厉害。望重新种植冬青等小植被或大树。,2020-03-15,2020-03-23
35,根据几年前就社会公布执行的《株洲路控制性规划》，青山路临深圳路路口的地块规划为公园绿地。可由于李沧和崂山两区政府互相推诿，导致规划多年不落地，学深圳口号下深圳路边还是城中村坟地，讽刺。体现了青岛时尚的攻山头的官场气质和互推甩锅技术。1、规划要求迟迟不落地不作为不执行，纸面规划忽悠政绩；2、崂山区政府承诺的2020年完成区内散乱坟地迁移整治工作全部完成，可是这个地方依然没有变化，同样空喊政绩不作为。3、如此的青岛，未来可期么？人才能来么？周边百姓都看在眼里也充满了失望，以后孩子也不推荐留在青岛了，这样的政府作风，就是要搞死青岛。,2020-03-12,2020-03-23
36,沧口越秀星汇蓝湾二期绿化差，很多地方只铺点草坪糊弄，很多地方都土地裸露了，也有树木枯死。种的小灌木又小又稀。望政府督促，改善至一期的水平。另外路铺的高低不平，很多地方裂了，砖头质量也差，都磨掉了砖面，石板也脱落了，塑胶跑道很多坑。,2020-03-15,2020-03-23
37,板桥坊河下游河道中很多垃圾，尤其是越秀星汇蓝湾段，有个橡胶坝，水深处有轮胎、纸箱等各种垃圾，很影响市容，河道中淤泥也多。望市政能定期清理一下。,2020-03-15,2020-03-23
38,黑龙江中路西侧湖山美地段没有行道树，近500米的道路光秃秃的，非常难看，黑龙江路是进出青岛的主要通道之一，关系到我们李沧区的区容区貌，这么长的路段没有行道树，就像美丽的长发少女头上的一块秃斑，影响我们岛城的形象，也给市民的出行带来不便。,2020-03-11,2020-03-23
39,我想问问政府，青山路小学旁边的空地是要做停车场还是建设口袋公园，鼎世华府居民楼太密集，希望政府能利用青山路小学旁边的空地建设一个口袋公园，毕竟青岛的绿化太一般了，跟其他城市比，楼盘太多，绿化太少,2020-03-18,2020-03-22
40,之前反应墨香路(东岳路 月亮湾路)段行道树法桐中间的火棘缺株，尤其星海城二期附近，很多都是死了或者被破坏了。请问，为什么不是去补种或者换作其他绿植，竟然是直接把需要补种火棘的树坑全都堵上了，恢复成了路面？这就是相关部门不作为的表现吗？是不是路边树死了直接拔了把树坑变成路面就行了？？？,2020-03-16,2020-03-21
41,西元庄各期绿化管理不到位密植不够，冬天一片荒芜，一片枯黄。物业绿化管理严重不到位。西元庄社区居委会监督不够，未尽职尽责。,2020-03-18,2020-03-20
42,虎山南侧（靠百通依山小居、万福山庄）山体，林木很少，光秃秃的山头，虎山改造有没有对此区域进行植树绿化计划,2020-03-12,2020-03-20
43,1. 申请公开青岛市黄岛区灵鹊山路道路归属权与管辖权；2. 灵鹊山路于2019年下半年进行了大规模整修，申请公开资金来源,2020-03-13,2020-03-19
44,李沧与城阳交界天泰城迦南美地南侧土地规划，在十梅庵路北侧，天泰城迦南美地南侧，这块空地什么规划，山坡上的乱坟何时迁走？,2020-03-17,2020-03-17
45,鑫江华府西门，天泰城迦南美地南侧，紧临十梅庵路这块土地一直闲置，会规划作何利用，什么时候规划及开发,2020-03-17,2020-03-17
序号,诉求,诉求时间,回复时间
46,过于集中节约土地导致高楼过高，挡光，人口密集，私家车无处停放，有的地方还把自然山体挡住，破坏。请问这是不是规划失策？,2020-03-16,2020-03-17
47,海坛岛街两侧梧桐树修剪修剪吧，每年结的种子持续8、9个月的毛毛乱刮，有的树枝太高超过电线了，,2020-03-08,2020-03-17
48,灵山湾路改造开始了吗？我看这两天有台挖掘机在灵山湾路星海城处人行道上。提个建议哈，就是绿化问题。灵山湾路绿化是整个城区比较差的路段之一，建议在改造后行道树之间预留绿篱的空间，给灵山湾路种植上绿篱，像双珠路朝阳山路一样。,2020-03-06,2020-03-17
49,市北区昌化路道路两边树木几乎全部病死移除，年前有关部门在临近周边道路种植树木，本来昌化路也已经挖好树坑，但不知因何原因工人又重新将树坑填平。请有关部门在适当时机栽树。,2020-03-09,2020-03-17
50,求助树植部门，我家浮山后开放式小区，现在单元楼南边有好几棵碗口大松树长得很茂盛，高达15米，有望长成参天大树，但不适宜在居民区楼前继续生长。因严重影响我们的生活健康（整个单元的南卧室的采光，从早上到中午十二点也不能把阳光照射到房子，使得房屋阴冷潮湿，从而影响身心健康。应把它们移植到山林中做更大的价值贡献。现申请办理移植登记手续，请林业与绿化部门给予帮助，感谢你们。,2020-03-14,2020-03-16
51,求助树植部门，我家浮山后开放式小区，现在单元楼南边有好几棵碗口大松树长得很茂盛，高达15米，有望长成参天大树，但不适宜在居民区楼前继续生长。因严重影响我们的生活健康（整个单元的南卧室的采光，从早上到中午十二点也不能把阳光照射到房子，使得房屋阴冷潮湿，从而影响身心健康。应把它们移植到山林中做更大的价值贡献。现申请办理移植登记手续，请林业与绿化部门给予帮助，感谢你们。,2020-03-14,2020-03-16
52,求助树植部门，我家浮山后开放式小区，现在单元楼南边有好几棵碗口大松树长得很茂盛，高达15米，有望长成参天大树，但不适宜在居民区楼前继续生长。因严重影响我们的生活健康（整个单元的南卧室的采光，从早上到中午十二点也不能把阳光照射到房子，使得房屋阴冷潮湿，从而影响身心健康。应把它们移植到山林中做更大的价值贡献。现申请办理移植登记手续，请林业与绿化部门给予帮助，感谢你们。,2020-03-14,2020-03-16
53,求助树植部门，我家浮山后开放式小区，现在单元楼南边有好几棵碗口大松树长得很茂盛，高达15米，有望长成参天大树，但不适宜在居民区楼前继续生长。因严重影响我们的生活健康（整个单元的南卧室的采光，从早上到中午十二点也不能把阳光照射到房子，使得房屋阴冷潮湿，从而影响身心健康。应把它们移植到山林中做更大的价值贡献。现申请办理移植登记手续，请林业与绿化部门给予帮助，感谢你们。,2020-03-14,2020-03-16
54,求助树植部门，我家浮山后开放式小区，现在单元楼南边有好几棵碗口大松树长得很茂盛，高达15米，有望长成参天大树，但不适宜在居民区楼前继续生长。因严重影响我们的生活健康（整个单元的南卧室的采光，从早上到中午十二点也不能把阳光照射到房子，使得房屋阴冷潮湿，从而影响身心健康。应把它们移植到山林中做更大的价值贡献。现申请办理移植登记手续，请林业与绿化部门给予帮助，感谢你们。,2020-03-14,2020-03-16
55,求助树植部门，我家浮山后开放式小区，现在单元楼南边有好几棵碗口大松树长得很茂盛，高达15米，有望长成参天大树，但不适宜在居民区楼前继续生长。因严重影响我们的生活健康（整个单元的南卧室的采光，从早上到中午十二点也不能把阳光照射到房子，使得房屋阴冷潮湿，从而影响身心健康。应把它们移植到山林中做更大的价值贡献。现申请办理移植登记手续，请林业与绿化部门给予帮助，感谢你们。,2020-03-14,2020-03-16
56,中山公园，植物园，文化公园都恢复开放了，世纪公园是不是也应该尽快恢复对城阳市民开放！？请问：世纪公园什么时间，才能开放呀？,2020-03-07,2020-03-16
57,求助树植部门，我家浮山后开放式小区，现在单元楼南边有好几棵碗口大松树长得很茂盛，高达15米，有望长成参天大树，但不适宜在居民区楼前继续生长。因严重影响我们的生活健康（整个单元的南卧室的采光，从早上到中午十二点也不能把阳光照射到房子，使得房屋阴冷潮湿，从而影响身心健康。应把它们移植到山林中做更大的价值贡献。现申请办理移植登记手续，请林业与绿化部门给予帮助，感谢你们。,2020-03-14,2020-03-16
58,请问，今晚从意大利回青不想居家隔离，想要进行集中隔离，怎么办？,2020-03-14,2020-03-16
59,我是青岛市市南区八大湖小区的居民，这个小区是个老小区，当初建设的时候绿化建设很好，现在小区里绿化毁坏严重，还有一些档光现象，这些树生长几十年了，比小区里的7层楼都高，还有一些人行道不到1米宽也种的树，行人无法通行，这些树可以移栽到有需要的地方，还有很多作为草坪围档的冬青树也没有了，小区里养狗的也不拴着，有的人家养好几条狗，电线上搭下挂，单元电子对讲门安装没有多久，也坏了很多，对于这些老百姓能看到的，为什么政府部门看不到，何况八大湖街道办事处的办公地址就在八大湖内，纯粹是不负责的工作态度，希望政府部门能干点实事，别净弄些面子工程，光干上级交待的活，何况也没看到什么面子工程的政绩，各级政府部门就是为民服务的，希望看到具体的表现。,2020-03-06,2020-03-13
60,海月湖公园杂草丛生，老化严重，维护保养不够，已显破败，河道垃圾众多，垃圾箱没人管理，还少，这么好的环境条件和基础条件，就这样管理不善，令人心痛，建议高新区管委能负起责任，把海月湖公园维护好，建设好,2020-02-29,2020-03-11
序号,诉求,诉求时间,回复时间
61,现在正是梅花开放季节，我想知道十梅庵公园开园时间。谢谢！,2020-03-10,2020-03-11
62,家里真的急缺口罩！！！！！,2020-02-27,2020-03-09
63,家里真的急缺口罩！！！！！,2020-02-27,2020-03-09
64,家里真的急缺口罩！！！！！,2020-02-27,2020-03-09
65,中山公园，植物园，文化公园都恢复开放了，世纪公园是不是也应该尽快恢复对城阳市民开放！？请问：世纪公园什么时间，才能开放呀？,2020-03-07,2020-03-09
66,中山公园，植物园，文化公园都恢复开放了，世纪公园是不是也应该尽快恢复对城阳市民开放！？请问：世纪公园什么时间，才能开放呀？,2020-03-07,2020-03-09
67,你好 韩局长 请问1 今年有计划在城阳区流亭街道白沙湾北岸片区植树造林景观树养护林的计划和规划吗？2 建议双元路拓宽，两侧的景观树和中间隔离带希望多种一些耐碱耐寒的松树 樱花等,2020-03-06,2020-03-06
68,你好 韩局长 咨询一下 城阳区流亭街道天一金色海湾，白沙上苑和正商蓝海港湾小区之间道路，去年补种了樱花树木 但是死了不少 当时养护期是一年 请问 今年什么时候开展补种。其次 能否建议在云河路和白沙湾路水渠两侧 有空地的地方补种景观树，樱花树等，改善周边生态土壤环境。,2020-03-05,2020-03-06
69,请问城阳区今年植树活动怎么安排的？,2020-03-06,2020-03-06
70,我想听听云植树节具体是怎么回事？,2020-03-06,2020-03-06
71,您好领导，我想咨询一下什么是互联网+义务植树,2020-03-06,2020-03-06
72,韩书记：您好！我是泰州路18号的一楼住户，光线本来就不好；窗外有一颗树，以前小不影响，现在长的很大，挡光又挡风，特别是夏天秋天有叶子的时候，影响较大。我知道个人不能随意移动树木，但是也不知道向谁反映。能否请管辖园林部门调查处理一下。谢谢！,2020-03-05,2020-03-06
73,位于积米崖瑞港度假村，南围墙外的小木船，破木筏子，绝户网等。越来越多为什么得不到彻底的清理呢？这个地方并不是当地村民的小渔船。而是在度假村租房子住的那么六七个人的地盘，在此划着小船下绝户网。对海边的环境和他们自身的安全都有隐患。希望有关领导实地查看。早日清理掉不该存在的后患。现在本身这个区域就叫自然保护区。谢谢！,2020-02-27,2020-03-05
74,小区门口警车把门，经常送来韩国回来隔离的人，人心很慌，希望压缩或停止韩国回来航班，不然防疫功亏一篑，浪费多少市政资源,2020-03-03,2020-03-03
75,你好，高新区鲁商蓝岸二期北门路口，涉及火炬路南侧的绿化冬青树高度过高，鲁商蓝岸新城二期业主从小区进入火炬路由于绿化带冬青树遮挡无法观察来车方向车辆，行车非常危险，建议将南侧绿化带冬青树清除或者进行修整降低高度。,2020-02-26,2020-03-02
