序号,诉求,诉求时间,回复时间
54,岳父村里的老房子盖将近30年了，前些年岳父去世，岳母打算将房产证更名，结果拿房产证去更名的时候国土局的人告诉说房产证不是岳母现在住的房子的房产证，是附近邻居的。后来回村里问了才知道当初岳父去办房产证的时候在镇上国土局找到的是跟岳父同名同姓的邻居的住宅办理申请记录，然后误以为是自己的，就申请办理了房产证。当初审批的住宅过程都是岳父一手经办的，现在无法查证，我想咨询领导，像这种情况还能再次申请办理现在住宅的房产证吗？,2020-04-04,2020-04-07
55,薛家岛街道天目山路331号楼下天能电池爱玛电动车门头占路经营，刚才居然三轮摩托车都上人行道了，修三轮就修吧，二轮闪开点道也行，居然一齐上阵，我骑自行车走人行道有错吗？让我等红灯我可以接受，让我等你修完车哈哈！一年又一年不希说啥，城管当没看见也就吧了，自己要自觉不是？请城管管管，正好人行道快卓不下他了，好几十米摆满破车，一年365天不在人行道上修车的时间屈指可数，请彻底清理,2020-03-31,2020-04-07
56,你好！我是你的待业市民丁秀娥(女)，身份证370284197708103341已婚离异，有一个12岁上五年的儿子！因为没有工作，没有生活来源，现在在辛安街道办事处辛安村开了一个家家福超市。因多种原因和疫情影响，导致现在超市资金周转困难。因为条件有限名下没有房产，没有保险，没有工作。在这种情况下能不能得到政府提倡(扶持小微个体工商户)的贷款！因为没有外方的支持，超市面临即将倒闭！所以真诚希望能够尽快得到政府的扶持和帮助！,2020-04-02,2020-04-07
57,     领导，我们城阳区夏庄街道罗圈涧，在20年前和山水嘉园签订共同开发旧村改造协议。直到现在我们和山水的旧村改造合作方面出现了多次被诉讼工程款的案例，被多次告上法庭判决我们罗圈涧社区败诉。       领导，您好，你们司法局是国家行使正义的权力部门，是宣誓宪法和法律法规，同一切危害社会侵占老百姓利益的违法犯罪作斗争的正义部门。领导您好在审理罗圈涧和山水嘉园旧村改造有关的工程款案例时，你们对双方提供的有关证据，难道作为司法局，在阅案时证据的可信任度以及合同多次修改过程中，你们没发现这里的是否存在虚假诉讼，合谋骗取集体财产问题吗？领导正义的天平，公平公正的信念，是你们在从事这项工作时必须遵守，深深牢记的使命担当精神。刑事案件冤家错案可以推翻重审，终身责任制，难道民事虚假诉讼案例就不可以推翻重审吗？法治而不是法制，领导们民不告，不反应，不提出疑问，你们认为事实清楚就可以默认，我们罗圈涧必须赔偿山水嘉园后所签订的工程款吗？领导审计每一案例，只要良知发展工程合同存在问题，就必须制止违法的发生，这也是每一个司法人员或者是共产党员都具备的信仰，为民服务，不忘初心。希望你们重新阅案。,2020-04-07,2020-04-07
58,我对门住着外地打工的，也不知道是哪个省份的，前天回来也没经过隔离，怎么办理的进出证，作为对门很担心，希望有关部门查一下，给个解释,2020-03-26,2020-04-07
59,天康路施工，北侧修建高速，北侧企业职工过不去，车不让走，路也挖了，希望天康路留出东侧一部分，至少能让行人通过，不然乘坐公交车下车后原来三四分钟的路程要绕行一刻钟以上。,2020-03-19,2020-04-07
60,闁告劕鎳庨\ue519鎰版嚊椤忓浂鍤?,2020-04-05,2020-04-07
序号,诉求,诉求时间,回复时间
61,鍦ㄨ繖绉嶇壒娈婃儏鍐典笅鎴戜綔涓哄\ue11f鐢熷彲浠ョ悊瑙ｈ€佸笀鎷呭績鎴戜滑瀛︿笟钀戒笅锛屼絾鏄\ue21a懆涓€鍒板懆鍏\ue15d笂璇惧氨绠椾簡锛屽懆鍏\ue15d笂鍗堜笂璇句笅鍗堣€冭瘯鍛ㄥぉ杩樿\ue6e6鑰冭瘯娌℃湁涓€澶╂槸绌洪棽鐨勶紝浜屼腑瑕佸共鍢涳紵姣忓ぉ杩樻湁閭ｄ箞澶氫綔涓氳\ue6e6鍐欓偅涔堝\ue63f璇捐\ue6e6鍚?鑺傚\ue694姣斿湪瀛︽牎涓嶈兘璇磋繕绱т絾鏄\ue219篃宸\ue1bb笉澶氾紝杩欐牱瀛愮湡鐨勪細瀵规垜浠\ue100\ue11f涔犳湁鐩婂\ue629鍚楋紵锛佹垜韬\ue0a5竟鐨勫悓瀛﹁〃绀哄彈涓嶄簡浜嗭紝鐜板湪鍦ㄦ竻鏄庤妭鍋囨棩鏈熼棿锛屾垜浠\ue101竻鏄庡綋澶╀笂璇句笂鐨勬瘮骞虫椂杩樺\ue63f锛屼粖澶╁張鑰冭瘯锛屾槑澶╄繕鐓у父涓婅\ue1f3锛屾病鏈変竴澶╂槸鐪熸\ue11c浼戞伅鐨勶紝鍛ㄦ湯甯冪疆浣滀笟鍙\ue219互鐨勶紝鎬绘槸鑰冭瘯灏辫繃鍒嗕簡鍚э紵鏄庡ぉ涓€涓\ue15d笁涓\ue162兘浼戞伅锛屽氨浜屼腑涓婅\ue1f3锛岃繖璁╂垜浠\ue100績閲屾€庝箞鎯筹紵铏界劧璇村\ue63f涓婅\ue1f3涓哄\ue11f涔犲ソ锛屼负鎴戜滑濂斤紝浣嗘槸鎴戜滑鐪熺殑甯屾湜鍙\ue219互鏈変紤鎭\ue21c殑鏃堕棿銆傚笇鏈涘眬闀垮彲浠ョ湅鍒版垜鐨勫崙寰\ue1bc彂澹般€?,2020-04-05,2020-04-07
62,绗\ue0ff竴锛屽\ue11f鏍″己鍒朵綇鏍★紝瀵逛簬璧拌\ue1f0瀛︾敓鑰岃█锛岄渶瑕侀€傚簲鏂扮殑鐜\ue21a\ue568锛屽\ue1ee浜庤繕鏈変袱涓\ue045湀楂樿€冪殑瀛︾敓鑰岃█锛岃繖涓\ue045椂闂磋€椾笉璧?绗\ue0ff簩锛屽\ue11f鏍″己鍒朵綇鏍★紝鑰佸笀涔熶細浣忓\ue11f鏍″悧锛熻€佸笀娌℃湁浣忔牎锛屼綍璋堥殧绂伙紝鑰佸笀鍑哄幓涓嶄篃浼氭湁鎰熸煋鐨勫嚑鐜囧悧锛熻\ue6e6瀛︾敓鏉ユ壙鎷呰繖涓\ue048\ue5d3闄╋紵绗\ue0ff笁锛岄珮涓夊\ue11f鐢燂紝鍩烘湰涓婂ぉ杩樻病浜\ue1bc氨鍑洪棬锛屾櫄涓婅\ue51c涓婇兘娌℃湁浜烘潵浜嗘墠鍥炲\ue18d锛屼綍璋堟帴瑙︿汉锛岄\ue5d3闄╂湁澶氬ぇ锛?绗\ue100洓锛屽\ue11f鏍￠毦閬撲笉鏀惧亣鍚楋紵鏀惧亣瀛︾敓涓嶅嚭鍘诲悧锛熷嚭鍘婚毦閬撲笉鎺ヨЕ鍏朵粬浜哄悧锛?绗\ue0ff簲锛岄珮涓夊\ue11f鐢熸渶閲嶈\ue6e6鐨勬槸蹇冩€侊紝楂樿€冧簬閮ㄥ垎鑰冪敓鑰岃█锛屾渶涓洪噸瑕佺殑瀹朵汉鐨勯櫔浼达紝鐔熸倝鐨勭幆澧冿紝浣忔牎锛屾棤鐤戜細鐮村潖涓€浜涘\ue11f鐢熷績鎬併€?濡傛灉鐪熺殑瑕佸皝鏍?寤鸿\ue185鑰佸笀涔熷叏閮ㄤ笉鍑嗗嚭闂?闃茬柅鐨勫姙娉曟湁鍗冧竾绉?鍝\ue045€曚綘瀹夋帓缁熶竴杞﹁締鎺ラ€佷笂涓嬪\ue11f 寮哄埗浣忔牎涔熶笉鐭ラ亾鏄\ue21a摢浣嶉\ue56b瀵间笉鎬濊€冨氨鎯冲嚭鏉ョ殑 涓囦竴鏈変竴涓\ue043汉浼犳煋 鍏ㄦ牎閮戒細琚\ue0a3畠鍙娿€傝嚦浜庤拷绌惰矗浠伙紝閭ｈ皝璇ヨ礋璐ｏ紵鎰块噰绾筹紒锛侊紒锛侊紒锛侊紒,2020-04-07,2020-04-07
63,鍗充娇娌℃湁鏂板啝鐤\ue0a3儏 涓€涓\ue045劅鍐掕冻浠ヨ\ue180鍏ㄦ牎鍋滆\ue1f3銆傜ぞ浼氬凡缁忓\ue632宸ワ紝瀛︽牎鍑\ue15d粈涔堝皝闂\ue160\ue178鐞?楂樹笁璧拌\ue1f0鐢熷氨鏄\ue219负浜嗗浘鏂逛究 锛?鏈変簺瀛︾敓灏辨槸涓轰簡閬垮厤闆嗕綋鐢熸椿鎵嶈蛋璇?杩欐牱涓€鍒€鍒囦笉椤惧\ue11f鐢熸劅鍙?鎴戜滑楂樹笁瀛︾敓鍙\ue219互鎺ュ彈涓€涓\ue046櫧澶╀笉鍑哄\ue11f鏍℃帴鍙楃\ue178鐞嗭紝鎴戜滑鍙\ue047\ue6e6姹傚彲浠ュ洖瀹剁潯瑙?缁欎簣鎴戜滑涓€瀹氱殑浜烘潈绌洪棿 涓嶆効鎰忎綇鏍′篃鏄\ue21b垜浠\ue102殑鏉冨埄 瀛︽牎鏃犳潈寮哄埗濡傛灉鐪熺殑浼犳煋锛屽湪瀛︽牎娉㈠強鑼冨洿浼氭洿澶?锛岄珮涓夎繕鏈変袱涓\ue045湀锛屽啀鍘诲\ue11f鏍￠€傚簲鐢熸椿鎴戜滑鑰椾笉璧枫€傚\ue1ee闈㈠彿绉板叏鏍″皝闂\ue160\ue178鐞嗗浘鏀跨哗锛屽疄鍒欏潙鐨勬槸鍏ㄤ綋楂樹笁鑰冪敓銆傚\ue1ee浜庤交寰\ue1be殑鐪佸ぇ鍙\ue219互璧拌\ue1f0鐢熶笂鏀惧\ue11f闆嗕腑鎺ラ€併€傝仈绯绘湁鍏冲\ue179杩愭満鏋勩€傝繖鏍峰皝闂\ue15eぇ璐瑰懆绔犲疄鍦ㄦ槸鐩镐簰浼ゅ\ue18a銆?,2020-04-07,2020-04-07
64,你好，希望城市规划有前瞻性，医院、学校建设要考虑足够空间，现在所有医院学校周边都出现交通堵塞现象，从而影响道路畅通。医院停车位严重不足，看病停车难。学校孩子们活动场地太小，孩子们没有很好的活动场地。,2020-04-04,2020-04-07
65, 抖音等知名大众媒体平台，正在疯转该外籍人员道歉信里的署名“含义”，意为：“下跪的辫子奴” 请政府尽快查明并解决，2我中华儿女不容被如此侮辱！请政府能有所作为！,2020-04-05,2020-04-07
66,黄岛区海西路每天白天晚上都有川流不息的大车，十分扰民，随着附近小区的增多，以及青岛西站车流人流的增多，附近居民出行有比较大的安全隐患，而且道路也被压的坑坑洼洼，请问交通部门近期有无规划措施解决这个问题，有无考虑将西外环西移，规划新的可以跑大车的道路？,2020-03-28,2020-04-05
67,位于井冈山路南阳光新天地大厦，西侧井冈山路段，两侧乱停车严重。只能容下一辆车通过，白天两侧停满了私家车，严重阻碍交通通行，还望有关部门落实查看。大厦内有停车位，为啥私家车还是停在道路两侧，占用行车道路。,2020-03-26,2020-04-05
68,平江路与峨眉山路交叉口红绿灯以西违章停车占道严重，下班高峰期会占据右转车道，造成光谷园区外出车辆拥堵严重，望治理,2020-03-26,2020-04-05
69,高新区交警在3月23号到28号一周时间内，连续给位于高新区合心路同顺路汽车贴罚单，本人在没有接到通知的情况下，连续两次被监控设备记录违规，且第二次的时间为早上8:01，在特殊疫情期间，人才公寓没有配备车位，响应国家号召，居家隔离，小区封闭，车只能停门口，交警在没有任何通知的情况下，连续两次用设备执法，物业与交警大队存在相互勾结，存在报复性执法情况。,2020-04-01,2020-04-04
70,尊敬的公安部门：2020年3月30日看快手APP，刷到直播视频（快手账号：jackyqiujin），发现鲁B27TG8黑色卡迪拉克越野车主占道及遮挡号牌直播（请看附件照片），该行为已构成违法，违反《机动车驾驶证申领和使用规定》规定，请贵部门予以查处。,2020-03-30,2020-04-04
71,你好 吐槽一下 城阳区流亭街道天一金色海湾小区南门，早晚高峰期期间，因为疫情只能开南门出入，因为很多没有车位也不租车位的车主把车停放在南门出入口和云河路两侧，造成很大的出车盲区，导致工作日早晚高峰期小区是出去排队很长，进小区进不来，堵得云河路一塌糊涂，本来云河路有乱停车抓拍系统，因为交警要体现人文关怀予以停止，如果疫情持续到5.6月份，马上4月份了，我们还要这么拥堵下去3.4个月，每天早上光小区出入口就造成堵车20-30分钟，希望有关部门能想出解决办法予以解决。,2020-03-29,2020-04-04
72,有关领导：有很多小区门口，把他们的进门栏杆延长到马路上，把人行道给挡住了，人路过必须绕到公路上才能通过，太不合理了吧。也很危险。望有关部门能指导改一下。,2020-03-26,2020-04-03
73,崂山发布于4月2日下午，在微博发布了崂山公安机关的处理结果。但是处理结果令我感到十分疑惑。1.崂山发布于今日14：31分的处理结果是否为最终处理结果？2.为何明明有三名外籍人员不遵守防疫规定，从公布的信息来看只对其中一位人员作出批评教育。3.此三名外籍人员在中国，是否按中国法律进行处理？在山东省发布“妨害疫情防控秩序行为的通告”中，第七条扰乱机场、车站、医院、火车、飞机等公共场所、交通工具或单位秩序的，依照治安管理处罚法第二十三条第一款第（一）项、第（二）项、第（三）项和第二款的规定，分别以（聚众）扰乱单位秩序、公共场所秩序、公共交通工具上的秩序给予治安管理处罚；情节严重、造成严重后果或者在公共场所起哄闹事造成公共场所秩序严重混乱的，依照刑法第二百九十条、第二百九十一条、第二百九十三条的规定，分别以聚众扰乱社会秩序罪、聚众扰乱公共场所秩序罪、寻衅滋事罪定罪处罚。以上三名外籍人士的行为严重伤害了中国人民的感情，侵犯了中国人民的权力。希望有关部门能够依法依规处罚。谢谢。,2020-04-02,2020-04-03
74,第一，对该外国人的行为表示谴责，非常气愤。get out 在美剧和电影里大多时候是滚出去的意思，此人还在前面加上Chinese。明显带有歧视、侮辱的意思。这还是在中国的领土上，在2020年的新中国，面对指责还把后面排队的小哥手中的单据夺过来扔掉，这气焰是何等的嚣张！第二，觉得崂山警方虽然反应很迅速，但是处理过轻。在西安也有类似的违反防疫要求，辱骂防疫人员的外国人，西安的做法是严厉批评处罚后限期离境。  我觉得对此人公然做出辱华言行，应该公开通知其国家的大使馆或者领事馆，然后对其进行教训和处罚，然后驱逐出境，列入黑名单。这样才能起到以一儆百的效果。让那些自以为是外国人在国内遵纪守法，不敢嚣张，更不敢侮辱国家和人民。中国人民对外国人非常友好，但不是他们作威作福的资本，也不是他们真的就高人一等。第三，华人和留学生在国外都是小心谨慎，以免引起不必要的麻烦，就这还经常受到当地人的不公平待遇和歧视。试想一下，如果是咱们的同胞在美国对当地人说出：American get out！会是什么下场？崂山发布微博关于此事的微博评论区，网友纷纷表示愤慨，对此处理强烈不满。希望青岛警方能慎重考虑国人的感受和意见，对此事严加处理！,2020-04-03,2020-04-03
75,各位领导你好：青岛老城区停车难一直是个大问题。因为老城区当初建设规划时也没有考虑停车问题，随着城市的不断发展，车辆急剧增加，停车难、停车费用贵、收费不规范问题也越来越严重，现在每天最头疼的就是停车问题。现在有几个想法在此提出，希望政府部门能给予考虑、采纳：1严格规范公共停车场所费用收费问题，加强停车场管理。最好能做到费用统一。很多路边停车场，立交桥下停车场没有收费标准，管理员想收多少就收多少，尤其是立交桥下停车场没有收费票据，且没有任何的管理，乱停乱放的现象频发。2.大力发展立体停车场，比如徐州路上有很多空闲的院落，车辆在里面乱停乱放，浪费了大量的停车空间。可以考虑在这些地方发展立体停车场，可以最大限度的利用空间。3.清理僵尸车。大量的僵尸车，报废车长期占用公共停车场地。建议政府能够充分发动群众，依靠群众，设置相关举报电话，明确责任单位（现在打电话举报都相互踢皮球，都说管不了，最后不了了之）4.清理占用车位的垃圾，严谨私人占用车位。找车位的过程中经常出现路边有空车位但是被附近的住户用锥形桶，砖头之类的占用或者路边停车位被商户占用，个人去进行交涉就会引发冲突。建议平时相关部门包括交警在巡查时能够及时发现及时处理，也可以通过设置举报电话的方式发动群众来进行处理。5.提高停车场所的利用率，很多公共停车位因为没人管理经常出现停车不规范，比如一个车占多个车位的情况。再就是停车位画的过少，过大。本来可以停五辆车，结果只能停三辆车，这就造成了浪费，停车资源是一种稀缺资源，在规划时必须要“斤斤计较”停车问题影响千家万户，已经影响到了市民的生活质量，希望政府部门能给予重视！,2020-03-16,2020-04-03
