序号,诉求,诉求时间,回复时间
序号,诉求,诉求时间,回复时间
61,       人民政府：        领导您好！我是青岛市市北区萍乡路一家个体工商户，我于2009年在市北区萍乡路11号—6租赁商铺一户，合法经营至今已有10余年。我们的国家是个社会大家庭，每个人都肩负着社会责任，为响应当前疫情防控工作，我商铺积极配合政府工作，关门歇业。      响应国家号召，抗击疫情，顾全大局，舍小家保大家，为了防控疫情蔓延毅然关掉营业中的店铺，这是一场前所未有的危机，新型冠状病毒感染肺炎疫情爆发，让2020年华夏大地瞬间变身为众志成城，抗击疫情的战场。我店铺春节期间备货损失较大，为了尽快回到正常的经营轨道，减少生活压力，望政府部门能出面与房东协商，为我店铺减免房租 ，让我们一起共渡难关，维护社会稳定团结。       我们坚信在疫情面前，只要我们社会各界坚定信心，携手共进，我们一定能打赢这场无硝烟的疫情防控阻击战！希望政府部门给于支持与协调！！,2020-03-13,2020-03-19
62,       人民政府：        领导您好！我是青岛市市北区萍乡路一家个体工商户，我于2009年在市北区萍乡路11号—6租赁商铺一户，合法经营至今已有10余年。我们的国家是个社会大家庭，每个人都肩负着社会责任，为响应当前疫情防控工作，我商铺积极配合政府工作，关门歇业。      响应国家号召，抗击疫情，顾全大局，舍小家保大家，为了防控疫情蔓延毅然关掉营业中的店铺，这是一场前所未有的危机，新型冠状病毒感染肺炎疫情爆发，让2020年华夏大地瞬间变身为众志成城，抗击疫情的战场。我店铺春节期间备货损失较大，为了尽快回到正常的经营轨道，减少生活压力，望政府部门能出面与房东协商，为我店铺减免房租 ，让我们一起共渡难关，维护社会稳定团结。       我们坚信在疫情面前，只要我们社会各界坚定信心，携手共进，我们一定能打赢这场无硝烟的疫情防控阻击战！希望政府部门给于支持与协调！！,2020-03-18,2020-03-19
63,请问是否可以考虑帮扶40--60这个年龄段失业人群的再就业？谢谢,2020-03-19,2020-03-19
64,请问在2019年第5批审核通过的，补贴发放了吗？,2020-03-18,2020-03-19
65,2020年3月16日19点左右，小区邻居进小区时被告知小区要封路，因为有加拿大留学归来人员要进入我们小区进行隔离，后了解得知该人员并非小区业主，而是市疾控中心安排给社区的入境隔离人员，社区没有安排在指定隔离场所和酒店，而是安排在了正居民楼里的日租房里，小区居民楼住满住户，尽是老弱妇孺。在疫情严控时期，所有居民小区都在防疫外来人员，市北敦化路街道社区却给花好月圆小区居民提供危险，实属不作为乱作为！！！,2020-03-17,2020-03-19
66,尊敬的市长您好:请问今年“清明节″市民可以到殡仪馆祭扫吗？谢谢！,2020-03-19,2020-03-19
67,各位领导，各位政务热线工作人员，实属无奈劳烦您们解答疑惑，在防疫工作这么吃劲的时候添麻烦了。我想咨询一个关于健康码的问题，因个人喜事，自己的家人朋友现居住在浙江，如果在浙江办理通过健康码审核，回青岛是否还要进行14天隔离，感谢,2020-03-18,2020-03-18
68,你好，我是2018年退役的士官，我建议你们能不能深入的去了解一下我们这次分配的工资，1800到5000，刚从部队回来一个月好几万的，一回来拿2000 3000。能不能有个给退役军人补贴什么的，你们可以研究一下，切身实际的帮我们这群人考虑考虑，谢谢,2020-03-18,2020-03-18
69,李沧区虎山路街道龙苑社区居委会成立时间不长，但是居民投诉太多，集中在主任赵瑞莲，工作人员李超，张光薇等人。因为龙苑社区居委会就在我们的小区里，小区居民对于龙苑社区居委会意见很大，特别是居委会主任赵瑞莲，是居民公认的“大泼妇”，朝居民吆吆喝喝的，在我们社区都有了赵瑞莲的顺口溜：                  一二三四五六七                  龙苑社区赵瑞莲                  就是一个大泼妇可见，赵瑞莲的素质多么低下了，上梁不正下梁歪，赵瑞莲素质差，也难怪其他工作人员李超，张光薇等人更是被居民投诉连连。总之，虎山路街道龙苑社区居委会，已经到了必须治理的情况了。,2020-03-11,2020-03-18
70,什么条件可申请法律援助,2020-03-15,2020-03-18
71,昨天确诊的市北区大港一例新冠病人、为什么在隔离期间去过这么多地方、市北区辖区的工作是怎么做的？为什么密切接触人员这么多？,2020-03-12,2020-03-18
72,各位领导您好由于平时以租赁街道平房，风吹日晒，靠摆摊来为孩子创造生活！由于街道堵塞俩个多月，让我没有经济来源负债累累，更无法继续支付房贷，房租，以及孩子的抚养能力！现在跪求西海岸黄岛区政府为孩子安排福利部门进行抚养，不要让祖国的花朵身心受到伤害！,2020-03-17,2020-03-18
73,李沧区都把社区封起来，投递报纸杂志很困难，能否让投递员临时进入，方便收发杂志报纸。,2020-03-05,2020-03-18
74,李沧区都把社区封起来，投递报纸杂志很困难，能否让投递员临时进入，方便收发杂志报纸。,2020-03-05,2020-03-18
75,我在即墨养蚂蚱目前这个野生动物禁食里面有没有蚂蚱，如果不让养了，有什么补助，,2020-03-07,2020-03-17
